Topic	Text
Candidates on bridging the partisan divide and working with Mitch McConnell	I agree with what Senator Gillibrand was saying and share a lot of her views.
Candidates on bridging the partisan divide and working with Mitch McConnell	We need to in gerrymandering in wash–and we need to end political gerrymandering in Washington.
Candidates on bridging the partisan divide and working with Mitch McConnell	The court today said they couldn’t do anything about it.
Candidates on bridging the partisan divide and working with Mitch McConnell	We need to overturn Citizens United.
Candidates on bridging the partisan divide and working with Mitch McConnell	The court was the one that gave us Citizens United.
Candidates on bridging the partisan divide and working with Mitch McConnell	And the attack on voting rights in Shelby versus Holder is something we need to deal with.
Candidates on bridging the partisan divide and working with Mitch McConnell	All of those things has happened since Vice President Biden was in the Senate.
Candidates on bridging the partisan divide and working with Mitch McConnell	And we face structural problems that we have to overcome with a broad coalition.
Candidates on bridging the partisan divide and working with Mitch McConnell	It’s the only way we can do it.
Candidates on bridging the partisan divide and working with Mitch McConnell	We need to root out the corruption in Washington, expand people’s right to get to the polls.
	
Candidates on abortion rights	Well, my plan is somebody who believes, for a start, that a woman’s right to control her own body is a constitutional right, that government and politicians should not infringe on that right.
Candidates on abortion rights	We will do everything we can to defense our–Roe versus Wade.
Candidates on abortion rights	Second of all, let me make– –Let me make–let me make a promise here.
Candidates on abortion rights	You asked about litmus test.
Candidates on abortion rights	My litmus test is I will never appoint any–nominate any justice to the Supreme Court unless that justice is 100 percent clear he or she will defend Roe v.
Candidates on abortion rights	Wade.
Candidates on abortion rights	Third of all, I do not believe in packing the court.
	
Candidates on climate	Well, first of all I don’t even call it climate change.
Candidates on climate	It’s a climate crisis.
Candidates on climate	It represents an existential threat to us as a species.
Candidates on climate	And the fact that we have a President of the United States who has embraced science fiction over science fact will be to our collective peril.
Candidates on climate	I visited while the embers were smoldering the wildfires in California I spoke with firefighters who were in the midst of fighting a fire while their own homes were burning.
Candidates on climate	And on this issue it is a–it is a critical issue that is about what we must do to confront what is immediate and before us right now.
Candidates on climate	That is why I support a Green New Deal.
Candidates on climate	It is why I believe on day one and as President will re-enter us in the Paris agreement because we have to take these issues seriously and frankly, we have a President of the United States we talked about you asked before what is the greatest national security threat to the United States?
Candidates on climate	It’s Donald Trump.
Candidates on climate	And I’m going to tell you why.
Candidates on climate	And I’m going to tell you why because I agree climate change represents an existential threat.
Candidates on climate	He denies the science.
Candidates on climate	You want to talk about North Korea, real threat in terms of nuclear arsenal but what doe she do?
Candidates on climate	He embraces Kim Jong Un a dictator
	
On whether ‘partisan gridlock’ would disappear	Gridlock will not magically disappear as long as Mitch McConnell is there, first.
On whether ‘partisan gridlock’ would disappear	Second, second, that is why it is so important for us to when not just the presidency to have somebody that can run in all 50 states but to–but to win the Senate as well and that is why we have to propose policies that can be supported like Medicare X so that we can build a broad coalition of Americans to overcome broken Washington DC.
On whether ‘partisan gridlock’ would disappear	I agree with what Senator Gillibrand was saying and share a lot of her views.
On whether ‘partisan gridlock’ would disappear	We need to in gerrymandering in wash–and we need to end political gerrymandering in Washington.
	
Candidates on gun control	Keep your pistols, keep your rifles, keep your shotguns but we can take the most dangerous weapons from the most dangerous people.
Candidates on gun control	We have the NRA on the ropes because of the Moms because the Brady Group, because of Giffords, because of March for Our Lives.
Candidates on gun control	But I’m the only candidate on this stage calling for a ban and buyback of every single assault weapon in America.
Candidates on gun control	I’ve seen the plans of the other candidates here.
Candidates on gun control	They would all leave 15 million assault in our communities.
Candidates on gun control	They wouldn’t do a single thing to save a single life in Parkland.
Candidates on gun control	I will approach this issue as a prosecutor.
Candidates on gun control	I will approach it as the only person on this stage who has voted and passed background checks–but also as a parent of a generation who sends our children to school where we look at what they’re wearing so we can remember it in case we have to identify them later.
Candidates on gun control	A generation who has seen thousands of black children killed in our streets and a generation who goes to the theater and we actually where the fire exits are.
Candidates on gun control	We don’t have to live this way.
Candidates on gun control	We must be a country who loves our children more than we love our guns.
	
Candidates on the first relationship they would reset as president	Well, one of my first phone calls would be to call the European leaders and say we are back because I totally understand how important it is that the United States be part of the Western alliance.
	
Biden on why Americans should trust his foreign policy judgment after he expressed regret for supporting the Iraq war	Because once we–once Bush abuse that power what happened was we got elected after that.
Biden on why Americans should trust his foreign policy judgment after he expressed regret for supporting the Iraq war	I made sure the president turned to me and said Joe, get our combat troops out of Iraq.
Biden on why Americans should trust his foreign policy judgment after he expressed regret for supporting the Iraq war	I was responsible for getting 150,000 combat troops out of Iraq and my son was one of them.
Biden on why Americans should trust his foreign policy judgment after he expressed regret for supporting the Iraq war	I also think we should not have combat troops in Afghanistan.
Biden on why Americans should trust his foreign policy judgment after he expressed regret for supporting the Iraq war	It’s long overdue.
Biden on why Americans should trust his foreign policy judgment after he expressed regret for supporting the Iraq war	It should end.
Biden on why Americans should trust his foreign policy judgment after he expressed regret for supporting the Iraq war	And I thirdly I believe that you are not going to find anybody who has pulled together more of our alliances to deal with what is the real stateless threat out there.
Biden on why Americans should trust his foreign policy judgment after he expressed regret for supporting the Iraq war	We cannot go it alone in terms of dealing with terrorism.
Biden on why Americans should trust his foreign policy judgment after he expressed regret for supporting the Iraq war	So I would eliminate the–the act that allowed us to go into war and not the AU and fan make sure that it could only be used for what it’s intended–what its intent was and that is to go after terrorist but never do it alone.
Biden on why Americans should trust his foreign policy judgment after he expressed regret for supporting the Iraq war	That is why we have to repair our alliances.
Biden on why Americans should trust his foreign policy judgment after he expressed regret for supporting the Iraq war	We put together 65 countries to make sure we dealt with ISIS in Iraq and other places.
Biden on why Americans should trust his foreign policy judgment after he expressed regret for supporting the Iraq war	That is what I would do.
Biden on why Americans should trust his foreign policy judgment after he expressed regret for supporting the Iraq war	That is what I have done and I know how to do it.
	
Closing Statements	Closing now?
Closing Statements	Together we are on a mission.
Closing Statements	We’re on a mission to find the America that’s been lost, lost through infighting, lost through inaction.
Closing Statements	We’re so much better than this.
Closing Statements	We’re a country that used to do things.
Closing Statements	We saved the world.
Closing Statements	We created the American dream for millions of people like myself, the grandson of immigrants, the son of a union electrician who went on to become a successful business leader and create thousands of jobs.
Closing Statements	But we did these things with real solutions, not with impossible promises.
Closing Statements	And those are the roots that we have to get back to.
Closing Statements	I’m running for president to solve these problems, to build infrastructure, to fix our broken health care system, to invest in communities that have been left behind, to improve public education.
Closing Statements	I just don’t want to be your president to be your president.
Closing Statements	I want to be your president to do the job.
Closing Statements	This is not about me.
Closing Statements	This is about getting America working again.
Closing Statements	It matters.
Closing Statements	It matters in this fight for the heart and soul of our party that we nominate a candidate who has seen the face of poverty and didn’t just talk about it, but gave people $15 minimum wage.
Closing Statements	It matters that we nominate a candidate who saw the destruction wrought by a broken health care system and gave people universal health care.
Closing Statements	It matters that we choose someone who saw the wasted potential of our children denied pre-K and gave it to every single one of them for free.
Closing Statements	These things really matter.
Closing Statements	And these are the things that I’ve done in New York and I want to do the same for this whole country, because putting working people first, it matters.
Closing Statements	We need to be that party again.
Closing Statements	Let’s work together.
Closing Statements	With your help, we can put working people first again in America.
Closing Statements	(OFF-MIKE) grandchildren, we love them all.
Closing Statements	And when I was thinking about whether to run for president, I made a decision.
Closing Statements	I decided that on my last day on Earth, I wanted to look them in the eye and tell them I did everything humanly possible to protect them from the ravages of the climate crisis.
Closing Statements	And I know to a moral certainty, if we do not have the next president who commits to this as the top priority, it won’t get done.
Closing Statements	And I am the only candidate — frankly, I’m surprised.
Closing Statements	I’m the only candidate who’s made this commitment to make it the top priority.
Closing Statements	If you join me in that recognition of how important this is, we can have a unified national mission.
Closing Statements	We can save ourselves.
Closing Statements	We can save our children.
Closing Statements	We can save our grandchildren.
Closing Statements	And we can save literally the life on this planet.
Closing Statements	This is our moment.
Closing Statements	There’s nothing worse than not being heard.
Closing Statements	Nothing worse than not being seen.
Closing Statements	And I know that because I’ve represented for 17 years in Congress a forgotten community.
Closing Statements	They’ve tried to divide us, who’s white, who’s black, who’s gay, who’s straight, who’s a man, who’s a woman.
Closing Statements	And they ran away with all the gold because they divided the working class.
Closing Statements	It’s time for us to come together.
Closing Statements	I don’t know how you feel, but I’m ready to play some offense.
Closing Statements	I come from the middle of industrial America, but these problems are all over our country.
Closing Statements	There’s a tent city in L.A. There’s homeless people and people around our country who can’t afford a home.
Closing Statements	It’s time for us to get back on track.
Closing Statements	The teacher in Texas, the nurse in New Hampshire, the waitress in Wisconsin, all of us coming together, playing offense with an agenda that lifts everybody up.
Closing Statements	I will only promise you one thing.
Closing Statements	When I walk into that Oval Office every morning, you will not be forgotten.
Closing Statements	Your voice will be heard.
Closing Statements	Thank you.
Closing Statements	Our nation was founded on the principles of service above self, people who fled kings, who literally prospered on the backs and the sacrifices of people, coming here to this country, instead putting in place a government that is of, by, and for the people.
Closing Statements	But that’s not what we have.
Closing Statements	Instead, we have a government that is of, by, and for the rich and powerful.
Closing Statements	This must end.
Closing Statements	As president, our White House — our White House will be a beacon of light, providing hope and opportunity, ushering in a new century where every single person will be able to get the health care they need, where we will have clean air to breathe and clean water to drink, where we will have good-paying jobs and a new green economy.
Closing Statements	Join me in ushering in this new century with peace, prosperity, opportunity, and justice for all.
Closing Statements	Me llamo Julian Castro, y estoy postolando por presidente de los Estados Unidos.
Closing Statements	The very fact that I can say that tonight shows the progress that we have made in this country.
Closing Statements	Like many of you, I know the promise of America.
Closing Statements	My grandmother came here when she was 7 years old as an immigrant from Mexico, and just two generations later, one of her grandsons is serving in the United States Congress and the other one is running for president of the United States.
Closing Statements	If I’m elected president, I will work hard every single day so that you and your family can get good health care, your child can get a good education, and that you can have good job opportunities, whether you live in a big city or a small town.
Closing Statements	And on January 20, 2021, we’ll say adios to Donald Trump.
Closing Statements	Three things to know about me.
Closing Statements	First, I listen to people and that’s how I get things done.
Closing Statements	That is my focus.
Closing Statements	I have a track record of passing over 100 bills where I’m the lead Democrat.
Closing Statements	And that is because I listened and I acted.
Closing Statements	And I think that’s important in a president.
Closing Statements	Everything else just melts away.
Closing Statements	Secondly, I’m someone that can win and beat Donald trump.
Closing Statements	I have won every place, every race, and every time.
Closing Statements	I have won in the reddest of districts, ones that Donald Trump won by over 20 points.
Closing Statements	I can win in states like Wisconsin and Iowa and in Michigan.
Closing Statements	And finally, yeah, I am not the establishment party candidate.
Closing Statements	I’ve got respect, but I’m not that person.
Closing Statements	I am the one that doesn’t have a political machine, that doesn’t come from money.
Closing Statements	And I don’t make all the promises that everyone up here makes.
Closing Statements	But I can promise you this.
Closing Statements	I am going to govern with integrity.
Closing Statements	I’m going to (OFF-MIKE) I’m going to govern for you.
Closing Statements	Gracias.
Closing Statements	Fifty years ago this month, my family moved into the town I grew up in because after being denied a house because of the color of their skin, it was activists, mostly white activists, that stood up and fought for them.
Closing Statements	That’s the best of who we are as America and why when I got out of law school, I moved into the inner city of Newark to fight as a tenant lawyer for other people’s rights.
Closing Statements	I’ve taken on bullies and beat them.
Closing Statements	I’ve taken on tough fights and we’ve won.
Closing Statements	And we win those fights not by showing the worst of who we are, by rising to who’s best.
Closing Statements	Donald Trump wants us to fight him on his turf and his terms.
Closing Statements	We will beat him, I will beat him by calling this country to a sense of common purpose again.
Closing Statements	This is a referendum on him and getting rid of him, but it’s also a referendum on us, who we are, and who we must be to each other.
Closing Statements	It’s time we win this election.
Closing Statements	And the way I’ll govern is by showing the best of who we are because that’s what this country needs and deserves.
Closing Statements	Our daughter, Molly, turned 11 this week.
Closing Statements	I’m on this stage for her, for children across this country, including some her same age who’ve been separated from their parents and are sleeping on concrete floors under aluminum blankets tonight.
Closing Statements	If we’re going to be there for them, if we’re going to confront the challenges that we face, we can’t return to the same old approach.
Closing Statements	We’re going to need a new kind of politics, one directed by the urgency of the next generation, those climate activists, who are fighting not just for their future but for everyone’s, those students marching not just for their lives but for all of ours.
Closing Statements	We’ll need a movement like the one that we led in Texas.
Closing Statements	It renewed our democracy by bringing everyone in and writing nobody off.
Closing Statements	That’s how we beat Donald Trump.
Closing Statements	That’s how we bring this great country together again.
Closing Statements	Join us.
Closing Statements	This is our moment.
Closing Statements	And the generations that follow are counting on us to meet it.
Closing Statements	Thank you.
Closing Statements	It’s a great honor to be here.
Closing Statements	Never in a million years did I think I would stand on a stage like this.
Closing Statements	I was born and raised in Oklahoma.
Closing Statements	I have three older brothers.
Closing Statements	They all joined the military.
Closing Statements	I had a dream growing up.
Closing Statements	And my dream was to be a public school teacher.
Closing Statements	By the time I graduated from high school, my family — my family didn’t have the money for a college application, much less a chance for me to go to college.
Closing Statements	But I got my chance.
Closing Statements	It was a $50 a semester commuter college.
Closing Statements	That was a little slice of government that created some opportunity for a girl.
Closing Statements	And it opened my life.
Closing Statements	I am in this fight because I believe that we can make our government, we can make our economy, we can make our country work not just for those at the top.
Closing Statements	We can make it work for everyone.
Closing Statements	And I promise you this: I will fight for you as hard as I fight for my own family.
	
Their closing statements	We can’t be a forward looking party if we look to the past for leadership.
Their closing statements	I’m a congressman but also a father of a two year old and an infant.
Their closing statements	When I’m not changing diapers, I’m changing Washington.
Their closing statements	Most of the time the diapers smell better.
Their closing statements	I went to congress at 31.
Their closing statements	And I found a Washington that doesn’t work for people like you or me.
Their closing statements	It’s made of the rich and the disconnected.
Their closing statements	I was the first in my family to go to college and have student loan debt.
Their closing statements	So, I have led the effort to elect the next generation of members of Congress and we have a moment to seize.
Their closing statements	This is a can do generation.
Their closing statements	This is a generation that will end climate chaos.
Their closing statements	This is the generation that will solve student loan debt.
Their closing statements	And this is the generation that will say enough is enough and end gun violence.
Their closing statements	This generation demands bold solutions.
Their closing statements	That’s why I’m running for president.
Their closing statements	I’m sorry we haven’t talked more tonight about how we are going to beat Donald Trump.
Their closing statements	I have an idea about Donald Trump.
Their closing statements	Donald Trump is not going to be beaten just by insider politics talk.
Their closing statements	He’s not going to be beaten just by somebody who has plans.
Their closing statements	He is going to be beaten by somebody who has an idea what this man has done.
Their closing statements	This man has reached into the psyche of the American people and he has harnessed fear for political purposes.
Their closing statements	So, Mr. President, if you’re listening, I want you to hear me please–you have harnessed fear for political purposes and only love can cast that out.
Their closing statements	So, I sir, I have a feeling you know what you’re doing.
Their closing statements	I’m going to harness love for political purposes.
Their closing statements	I will meet you on that field and, sir, love will win.
Their closing statements	Thank you.
Their closing statements	Thank you.
Their closing statements	My mom and her parents came to the United States to rebuild their shattered lives 3–in the only country that they could, 300 years before that my parents family came searching religious freedom here.
Their closing statements	The ability for one generation to do better than the next is now severely at risk in the United States especially among children living in poverty like the ones I used to work for in the Denver public schools.
Their closing statements	That’s why I’m running for president.
Their closing statements	I’ve had two tough races in Colorado by bringing people together not by making empty promises.
Their closing statements	And I believe we need to build a broad coalition of Americans to beat Donald Trump and the corruption in Washington and build a new era of–of American democracy and American opportunity.
Their closing statements	This is going to be hard to do, but it’s what our parents would’ve expected.
Their closing statements	It’s what our kids deserve.
Their closing statements	–I hope you join me in this effort.
Their closing statements	Thank you.
Their closing statements	I’m a small business owner who brought that same scrappy spirit to big Colorado, one of the most progressive states in America.
Their closing statements	We’ve expanded reproductive health to–to reduce teenage abortion by 64 percent.
Their closing statements	We were the first state to legalize marijuana and we transformed our justice system in the process.
Their closing statements	We passed universal background checks in a purple state.
Their closing statements	We got to near universal healthcare coverage.
Their closing statements	We attack climate change with the toughest methane regulations in the country.
Their closing statements	And for the last three years, we’ve been the number one economy in America.
Their closing statements	You don’t need big government to do big things.
Their closing statements	I know that because I’m the one person up here who’s actually done the big progressive things everyone else is talking about.
Their closing statements	If we turn towards socialism, we run the risk of helping to reelect the worst president in American history.
Their closing statements	Women in America–women in America are on fire.
Their closing statements	We’ve marched, we’ve organized, we’ve run for office and we’ve won.
Their closing statements	But, our rights are under attack like never before by President Trump and the Republicans who want to repeal Roe v.
Their closing statements	Wade, which is why I went to the front lines in Georgia to fight for them.
Their closing statements	As president, I will take on the fights that no one else will.
Their closing statements	I stood up to the Pentagon and repealed Don’t Ask Don’t Tell.
Their closing statements	I’ve stood up to the banks and voted against the bail out twice.
Their closing statements	I’ve stood up to Trump more than any other senator in the U.S. Senate.
Their closing statements	And I have the most comprehensive approach for getting money out of politics with publicly funded elections to deal with political corruption.
Their closing statements	Now is not the time to play it safe.
Their closing statements	Now is not the time to be afraid of first.
Their closing statements	We need a president who will take on the big challenges even if she stands alone.
Their closing statements	Join me in fighting for this.
Their closing statements	First, I want to thank everyone who put me on this stage tonight.
Their closing statements	I am proof that our democracy still works.
Their closing statements	Democrats and Americans around the country have one question for their nominee and that is who can beat Donald Trump in 2020.
Their closing statements	That is the right question.
Their closing statements	And the right candidate to beat Donald Trump will be solving the problems that got Donald Trump elected and will have a vision of a trickle up economy that is already drawing thousands of disaffected Trump voters, conservatives, independents, and libertarians, as well as Democrats and progressives.
Their closing statements	I am that candidate.
Their closing statements	I can build a much broader coalition to beat Donald Trump.
Their closing statements	It is not left.
Their closing statements	It is not right.
Their closing statements	It is forward and that is where I’ll take the country in 2020.
Their closing statements	Thank you.
Their closing statements	Well, I–I just want to leave you with a couple of things.
Their closing statements	One, we need a nominee who has the ability to prosecute the case against four more years of Donald Trump and I will do that.
Their closing statements	Second, this election is about you.
Their closing statements	This is about your hopes and your dreams and your fears and what wakes you up at 3:00 in the morning.
Their closing statements	And that’s why I have what I call a 3:00 a.m. agenda that is about everything from what we need to do to deliver healthcare to how you will be able to pay the bills by the end of the month.
Their closing statements	And when I think about what our country needs, I promise you I will be a president who leads with a sense of dignity, with honest, speaking the truth, and giving the American family all that they need to get through the end of the month in a way that allows them to prosper.
Their closing statements	So, I hope to own–earn your support.
Their closing statements	Please join us at kamalaharris.org.
Their closing statements	Nothing about politics is theoretical for me.
Their closing statements	I’ve had the experience of writing a letter to my family, putting it in an envelope marked just in case and leaving it where they would know where to find it in case I didn’t come back from Afghanistan.
Their closing statements	I have the experience of being in a marriage that exists by the grace of a single vote on the U.S. Supreme Court and I have the experience of guiding a community where the per capita income was below $20,000 when I took office into a brighter future.
Their closing statements	I am running because the decisions we make in the next three or four years are going to decide how the next 30 or 40 go and when I get to the current age of the current President in the year 2055 I want to be able to look back on these years and save my generation delivered climate solutions, racial equality and an end to endless war.
Their closing statements	Help me deliver that new generation to Washington before it’s too late.
Their closing statements	I suspect people all over the country who are watching this debate are saying these are good people, they have great ideas but how come nothing really changes?
Their closing statements	How come for the last 45 years wages have been stagnant for the middle class?
Their closing statements	How come we have the highest rate of childhood poverty?
Their closing statements	How come 45 million people still have student debt West Denmark how can three people own more wealth than the bottom half of America?
Their closing statements	And here is the answer, nothing will change unless we have the guts to take on Wall Street, the insurance industry, the pharmaceutical industry, the military industrial complex in the fossil fuel industry.
Their closing statements	If we don’t have the guts to take them on we will continue to have plans, we will continue to have talk and rich will get richer and everybody else will be struggling.
Their closing statements	Thank you very much.
Their closing statements	I am running to leave this country because I think it is important we restore the soul of this nation.
Their closing statements	This President has ripped it out.
Their closing statements	He is the only President in our history who has equated racist and–and white supremacist with ordinary decent people.
Their closing statements	He is the only President who is that in engaged and embraced dictators and thumb their nose at our allies.
Their closing statements	I am secondly running for President because I think we have to restore the backbone of America.
Their closing statements	The poor and hard-working middle-class people.
Their closing statements	You can’t do that without replacing them with the dignity they once had.
Their closing statements	Lastly, we’ve got to unite the United States of America as much as anybody says we can’t.
Their closing statements	If we do, there’s not a single thing the American people can’t do.
Their closing statements	This is the United States of America.
Their closing statements	We can do anything if we’re together, together.
Their closing statements	So, God bless you all and may God protect our troops.
	
