Topic	Text
Candidates on how they would address undocumented immigrants	With these–with these children?
Candidates on how they would address undocumented immigrants	BALART: Let me get to you in–in–in just a second.
Candidates on how they would address undocumented immigrants	I’m sorry.
Candidates on how they would address undocumented immigrants	BALART: Governor, day one, thousands of men, women and children cross the border asking for asylum for a better life.
Candidates on how they would address undocumented immigrants	What do you do?
Candidates on how they would address undocumented immigrants	One, day one, hour one?
Candidates on how they would address undocumented immigrants	Certainly the images we’ve seen this week just compound the emotional impact that the world is judging us by.
Candidates on how they would address undocumented immigrants	If you had ever told me any time in my life that this country would sanction federal agents to take children from the arms of their parents, put them in cages, actually put them up for adoption–in Colorado we call that kidnapping.
Candidates on how they would address undocumented immigrants	I–I would have called you– I would have told you it was unbelievable.
Candidates on how they would address undocumented immigrants	And the first thing we have to do is recognize the humanitarian crisis on the border for what it is and make sure there are the sufficient facil-facilities in place so that women and children are not separated from their families.
Candidates on how they would address undocumented immigrants	The children are with their families.
Candidates on how they would address undocumented immigrants	We have to make sure that–that ICE is completely reformed.
Candidates on how they would address undocumented immigrants	And they begin looking at their job in a humanitarian way where they are addressing the whole needs of the people that they are engaged with along the border.
Candidates on how they would address undocumented immigrants	And we have to make sure, ultimately, that we provide not just shelter, but food, clothing and access to medical care.
Candidates on how they would address undocumented immigrants	BALART: Ms. Williamson.
Candidates on how they would address undocumented immigrants	Yes, what Donald Trump has done to these children and it’s not just in Colorado, Governor, you’re right–it is kidnapping.
Candidates on how they would address undocumented immigrants	And it’s extremely important for us to realize that.
Candidates on how they would address undocumented immigrants	If you forcibly take a child from their parents arms you are kidnapping them.
Candidates on how they would address undocumented immigrants	And if you take a lot of children and you put them in a detainment center thus inflicting chronic trauma upon them that’s called child abuse.
Candidates on how they would address undocumented immigrants	This is collective child abuse.
Candidates on how they would address undocumented immigrants	This is collective child abuse.
Candidates on how they would address undocumented immigrants	And when this is crime–both of those things are a crime and if your government does it that doesn’t make it less of a crime.
Candidates on how they would address undocumented immigrants	These are state-sponsored crimes.
Candidates on how they would address undocumented immigrants	And what President–and what President Trump has done is not only attack these children, not only demonize these immigrants, he is attacking a basic principle of America’s moral core.
Candidates on how they would address undocumented immigrants	We open our hearts to the stranger.
Candidates on how they would address undocumented immigrants	This is extremely important and it’s also important for all of us remember and I have great respect for everyone who is on this–on this–on this stage but we are going to talk about what to do about healthcare.
Candidates on how they would address undocumented immigrants	Well, where have you been guys?
Candidates on how they would address undocumented immigrants	Because if it’s not just the matter of a plan and I haven’t heard anybody on this stage who has talked about American foreign policy in Latin America and how we might have in the last few decades contributed to something being more helpful(SP).
Candidates on how they would address undocumented immigrants	Senator Gillibrand what would you do as President with a reality?
Candidates on how they would address undocumented immigrants	Well, one of the worst things about President Trump that he has done to this country is he has torn apart the moral fabric of who we are.
Candidates on how they would address undocumented immigrants	When he started separating children at the border from their parents the fact that seven children have died in his custody, the fact that dozens of children have been separated from their parents and they have no plan to reunite them so I would do a few things.
Candidates on how they would address undocumented immigrants	First, I would fight for comprehensive immigration reform with a pathway to citizenship.
Candidates on how they would address undocumented immigrants	Second, I would reform how we treat asylum-seekers at the border.
Candidates on how they would address undocumented immigrants	I would have a community-based treatment center where you are doing it within the communities where asylum-seekers are given lawyers, where there is real immigration judges, not employees of the Atty.
Candidates on how they would address undocumented immigrants	Gen.
Candidates on how they would address undocumented immigrants	but appointed for life and have a community-based system.
Candidates on how they would address undocumented immigrants	I would fund borders security but the worst thing President Trump has done is he has diverted the funds away from cross-border terrorism, cross-border human trafficking, drug trafficking and gun trafficking and he is given that money to the for-profit prisons.
Candidates on how they would address undocumented immigrants	I would not be spending money in for profit prisons–
Candidates on how they would address undocumented immigrants	We had–
Candidates on how they would address undocumented immigrants	–to lock up children and asylum-seekers.
Candidates on how they would address undocumented immigrants	We had a very spirited debate on this stage last night on the topic of decriminalization of the border.
Candidates on how they would address undocumented immigrants	If–if you would be so kind raise your hand if you think it should be a civil offense rather than a crime to cross the border without documentation?
Candidates on how they would address undocumented immigrants	Can we keep the hands up so we can see them?
Candidates on how they would address undocumented immigrants	Let’s remember that’s not just a theoretical exercise, that criminalization that is the basis for family separation.
Candidates on how they would address undocumented immigrants	You do away with that it is no longer possible.
Candidates on how they would address undocumented immigrants	Of course it wouldn’t be possible anyway in my presidency because it is dead wrong.
Candidates on how they would address undocumented immigrants	We have got to talk about one other thing because the Republican Party likes to cloak itself in the language of religion.
Candidates on how they would address undocumented immigrants	Now our party doesn’t talk about that as much largely for a very good reason which was we are committed to the separation of church and state and we stand for people of any religion and people of no religion.
Candidates on how they would address undocumented immigrants	But we should call out hypocrisy when we see it in for a party that associates itself with Christianity to say that it is okay to suggest that God would smile on the division of families at the hands of federal agents, that God would condone putting children in cages has lost all claim to ever use religious language again.
Candidates on how they would address undocumented immigrants	Mr. vice president I don’t know if you raised your hand or word just asking to speak–
Candidates on how they would address undocumented immigrants	Look–
Candidates on how they would address undocumented immigrants	Would you decriminalize crossing the border without documents?
Candidates on how they would address undocumented immigrants	The first thing I would do is unite families.
Candidates on how they would address undocumented immigrants	I would surge immediately billions of dollars’ worth of help to the region the immediately.
Candidates on how they would address undocumented immigrants	Look, I talk about foreign policy.
Candidates on how they would address undocumented immigrants	I am the guy that got a bipartisan agreement at the very end of the campaign, at the very end of our term to spend $740 million to deal with the problem and that was to go to the root cause of why people are leaving in the first place.
Candidates on how they would address undocumented immigrants	It was working.
Candidates on how they would address undocumented immigrants	We saw as you know a net decrease in the number of children who were coming.
Candidates on how they would address undocumented immigrants	The crisis was updated and along came this President and he said he immediately discontinued that.
Candidates on how they would address undocumented immigrants	We all talk about these things, I did it.
Candidates on how they would address undocumented immigrants	I did it.
Candidates on how they would address undocumented immigrants	740–now look, second thing–second thing we have to do, the law now requires the reuniting of those families.
Candidates on how they would address undocumented immigrants	We would reunite those families period and if not we would put those children in a circumstance where they were safe until we could find their parents.
Candidates on how they would address undocumented immigrants	And lastly the idea that he is in court with his Justice Department saying children in cages do not need a bed, do not need a blanket, do not need a toothbrush–
Candidates on how they would address undocumented immigrants	Vice President–
Candidates on how they would address undocumented immigrants	That is outrageous.
Candidates on how they would address undocumented immigrants	The Obama-Biden administration was– The Obama-Biden administration deported more than three million Americans.
Candidates on how they would address undocumented immigrants	My question to you is if an individual is living in the United States of America without documents and that is his only offense, should that person be deported?
Candidates on how they would address undocumented immigrants	Depending if they committed a–a major crime, they should be deported.
Candidates on how they would address undocumented immigrants	And the President was left in his–President Obama I think did a heck of a job.
Candidates on how they would address undocumented immigrants	To compare him to what–what this guy is doing is absolutely, I find–close to immoral.
Candidates on how they would address undocumented immigrants	But the fact is that, look, we should not be locking people up.
Candidates on how they would address undocumented immigrants	We should be making sure we change the circumstance, as we did, why they would leave in the first place.
Candidates on how they would address undocumented immigrants	And those who come seeking asylum, we should immediately have the capacity to absorb them, keep them safe until they can be heard.
Candidates on how they would address undocumented immigrants	A 15-second, if you could, if you wish to answer, should someone who is here without documents, and that is his only offense, should that person be deported?
Candidates on how they would address undocumented immigrants	That person should not be the focus of deportation.
Candidates on how they would address undocumented immigrants	We should fundamentally change the way we deal with things.
Candidates on how they would address undocumented immigrants	Senator?
Candidates on how they would address undocumented immigrants	I want to–
Candidates on how they would address undocumented immigrants	–I think it’s important–
Candidates on how they would address undocumented immigrants	–Suggest that I agree with a lot of what Kamala just said, and that is on day one we take out our executive order pen and we rescind every damn thing on this issue that Trump has done.
Candidates on how they would address undocumented immigrants	Number two–number two, picking up on the point that Joe made, we got a look at the root causes.
Candidates on how they would address undocumented immigrants	And you have a situation where Honduras, among other things, is a failing state, massive corruption.
Candidates on how they would address undocumented immigrants	You got gangs who are telling families that if a 10-year-old does not join their gang, their family is going to be killed.
Candidates on how they would address undocumented immigrants	What we have got to do on day one and invite the presidents and the leadership of Central America and Mexico together.
Candidates on how they would address undocumented immigrants	This is a hemispheric–
Candidates on how they would address undocumented immigrants	–Thank you–
Candidates on how they would address undocumented immigrants	–Problem that we have got to address.
Candidates on how they would address undocumented immigrants	Congressman Swalwell?
Candidates on how they would address undocumented immigrants	What do you do?
Candidates on how they would address undocumented immigrants	Day one?
Candidates on how they would address undocumented immigrants	No. If someone is here without documents and that is their only offense, is that person to be deported?
Candidates on how they would address undocumented immigrants	No, that person can be a part of this great American experience.
Candidates on how they would address undocumented immigrants	That person can contribute.
Candidates on how they would address undocumented immigrants	My congressional district is one of the most diverse in America, and we see the benefits when people contribute and they become a part of the community and they’re not in the shadow economy.
Candidates on how they would address undocumented immigrants	Day one for me, families are reunited.
Candidates on how they would address undocumented immigrants	This president, though, for immigrants, there is nothing he will not do two separate a family, cage a child, or erase their existence by weaponizing the census.
Candidates on how they would address undocumented immigrants	And there is nothing that we cannot do in the courts and that I will not do as president to reverse that and to make sure that families always belong together.
Candidates on how they would address undocumented immigrants	Senator Harris?
Candidates on how they would address undocumented immigrants	Well, thank you.
Candidates on how they would address undocumented immigrants	I will say, no, absolutely not.
Candidates on how they would address undocumented immigrants	They should not be deported.
Candidates on how they would address undocumented immigrants	And I actually–this was one of the very few issues with which I disagreed with the administration, with whom I otherwise had a great relationship and a great deal of respect.
Candidates on how they would address undocumented immigrants	But on the secure communities issue, I was Attorney General of California.
Candidates on how they would address undocumented immigrants	I led the second largest Department of Justice in the United States, second only to the United States Department of Justice, in a state of 40 million people.
Candidates on how they would address undocumented immigrants	And on this issue, I disagreed with my president, because the policy was to allow deportation of people who, by ICE’s own definition, were non-criminals.
Candidates on how they would address undocumented immigrants	So, as Attorney General and the chief law officer of the state of California, I issued a directive to the sheriffs of my state that they did not have to comply with detainers and instead should make decisions based on the best interest of public safety of their community.
Candidates on how they would address undocumented immigrants	Because what I saw–and I was tracking it every day.
Candidates on how they would address undocumented immigrants	I was tracking it and saw that–that parents, people who had not committed a crime even by ICE’s own definition, were being deported.
Candidates on how they would address undocumented immigrants	And–but I have to add a point here.
Candidates on how they would address undocumented immigrants	The problem with this kind of policy, and I know it as a prosecutor–
Candidates on how they would address undocumented immigrants	–Senator–
Candidates on how they would address undocumented immigrants	–I want a rape victim to be able to run in the middle–
Candidates on how they would address undocumented immigrants	–Senator–
Candidates on how they would address undocumented immigrants	–Of a–to run in the middle of the street and waved down a police officer and report the crime against her.
Candidates on how they would address undocumented immigrants	I want anybody who has been the victim–
Candidates on how they would address undocumented immigrants	–Senator–
Candidates on how they would address undocumented immigrants	–Of any real crime–
Candidates on how they would address undocumented immigrants	–Senator–
Candidates on how they would address undocumented immigrants	–To be able to do that–
Candidates on how they would address undocumented immigrants	–Your time–
Candidates on how they would address undocumented immigrants	–And not be afraid that, if they do that–
Candidates on how they would address undocumented immigrants	–Senator–
Candidates on how they would address undocumented immigrants	–They will be deported because the abuser–
Candidates on how they would address undocumented immigrants	–Senator–
Candidates on how they would address undocumented immigrants	–Will tell them it is they who is the criminal.
Candidates on how they would address undocumented immigrants	It is wrong.
Candidates on how they would address undocumented immigrants	We’re going to turn–
Candidates on how they would address undocumented immigrants	–It is wrong–
Candidates on how they would address undocumented immigrants	–We’re going to turn to the issue of trade now, if we can.
Candidates on how they would address undocumented immigrants	Last night we ask the candidates on this stage to name the greatest geopolitical threat facing the U.S. Four of them mentioned China.
Candidates on how they would address undocumented immigrants	U.S. businesses say China steals our intellectual property and party leaders on both sides accuse China of manipulating their currency to keep the cost of goods artificially low.
Candidates on how they would address undocumented immigrants	I’ll ask this to Senator Bennet to start off with, how would you stand up to China?
Candidates on how they would address undocumented immigrants	I think that, first of all, the biggest–the biggest threat to our national security right now is Russia, not China.
Candidates on how they would address undocumented immigrants	And, second, on China we’ve got comp–because of what they’ve done with our election.
Candidates on how they would address undocumented immigrants	In China, I think the president’s been right to push back on China but he’s done it in completely the wrong way.
Candidates on how they would address undocumented immigrants	We should mobilize the entire rest of the world who all have a shared interest in pushing back on China’s mercantilist trade policies and I think we can do that.
Candidates on how they would address undocumented immigrants	I’d like to answer the other question before this as well.
Candidates on how they would address undocumented immigrants	You–you have the time–
Candidates on how they would address undocumented immigrants	When I–when I–when I see these kids at the border, I see my mom because I know she sees herself because she was separated from her parents for years during the holocaust in Poland.
Candidates on how they would address undocumented immigrants	And for Donald Trump to be doing what he’s doing to children and their families at the borders I say this as somebody who wrote the immigration bill in 2013 that created a pathway to citizenship for 11 million people in this country that had the most progressive DREAM Act that’s ever been conceived, much less passed, it got 68 votes in the Senate, that had $46 billion of border security in it that was sophisticated 21st century border security, not a medieval wall that the president has–
Candidates on how they would address undocumented immigrants	–Senator, the time–sorry–
Candidates on how they would address undocumented immigrants	–Turned the border of the United States into a symbol of nativist hostility that the whole world is looking at when what we should be represented by is–
Candidates on how they would address undocumented immigrants	–Senator, thank you.
Candidates on how they would address undocumented immigrants	–The Statue of Liberty, which has brought my parents to this country to begin with.
Candidates on how they would address undocumented immigrants	We need to make a change.
	
Sen. Harris dramatically confronts Biden on his civil rights record	Mm-hmm.
Sen. Harris dramatically confronts Biden on his civil rights record	But, I also believe–and it’s personal.
Sen. Harris dramatically confronts Biden on his civil rights record	And I–I was actually very–it was hurtful to hear you talk about the reputations of two United States senators who built their reputations and career on segregation of race in this country.
Sen. Harris dramatically confronts Biden on his civil rights record	And it was not only that, but you also worked with them to oppose bussing.
Sen. Harris dramatically confronts Biden on his civil rights record	And you know, there was a little girl in California who was part of the second class to integrate her public schools and she was bussed to school every day and that little girl was me.
Sen. Harris dramatically confronts Biden on his civil rights record	So, I will tell you that on this subject, it cannot be an intellectual debate among democrats.
Sen. Harris dramatically confronts Biden on his civil rights record	We have to take it seriously.
Sen. Harris dramatically confronts Biden on his civil rights record	We have to act swiftly.
Sen. Harris dramatically confronts Biden on his civil rights record	As attorney general of California, I was very proud to put in place a–a requirement that all my special agents would wear body cameras and keep those cameras on.
Sen. Harris dramatically confronts Biden on his civil rights record	Senator Harris, thank you.
Sen. Harris dramatically confronts Biden on his civil rights record	Vice President Biden, you have been invoked.
Sen. Harris dramatically confronts Biden on his civil rights record	We are going to give you a chance to respond.
Sen. Harris dramatically confronts Biden on his civil rights record	That’s a mischaracterization of my position across the board.
Sen. Harris dramatically confronts Biden on his civil rights record	I did not praise racists.
Sen. Harris dramatically confronts Biden on his civil rights record	That is not true, number one.
Sen. Harris dramatically confronts Biden on his civil rights record	Number two, if we want to have this campaign litigated on who supports civil rights and whether I did or not, I’m happy to do that.
Sen. Harris dramatically confronts Biden on his civil rights record	I was a public defender.
Sen. Harris dramatically confronts Biden on his civil rights record	I didn’t become a prosecutor.
Sen. Harris dramatically confronts Biden on his civil rights record	I came out and I left a good law firm to become a public defender when in fact — when in fact — when in fact my city was in flames because of the–the assassination of Dr. King, number one.
Sen. Harris dramatically confronts Biden on his civil rights record	Now, number two, as the U.S.–as–excuse me–as the vice president of the United States, I worked with a man who in fact, we worked very hard to see to it we dealt with these issues in a major, major way.
Sen. Harris dramatically confronts Biden on his civil rights record	The fact is that in terms of busing, the busing, I never–you would’ve been able to go to school the same exact way because it was a local decision made by your city council.
Sen. Harris dramatically confronts Biden on his civil rights record	That’s fine.
Sen. Harris dramatically confronts Biden on his civil rights record	That’s one of the things I argued for that we should not be–we should be breaking down these lines.
Sen. Harris dramatically confronts Biden on his civil rights record	But–so, the bottom line here is, look, everything I have done in my career–I ran because of civil rights.
Sen. Harris dramatically confronts Biden on his civil rights record	I continue to think we have to make fundamental changes in civil rights.
Sen. Harris dramatically confronts Biden on his civil rights record	And those civil rights, by the way, include not just African Americans, but the LGBT community.
Sen. Harris dramatically confronts Biden on his civil rights record	They don’t–
Sen. Harris dramatically confronts Biden on his civil rights record	–But, Vice President Biden do you agree today–do you agree today that you were wrong to oppose busing in America then?
Sen. Harris dramatically confronts Biden on his civil rights record	No.
Sen. Harris dramatically confronts Biden on his civil rights record	Do you agree?
Sen. Harris dramatically confronts Biden on his civil rights record	I did not oppose bussing in America.
Sen. Harris dramatically confronts Biden on his civil rights record	What I opposed is bussing ordered by the Department of Education.
Sen. Harris dramatically confronts Biden on his civil rights record	That’s what I opposed.
Sen. Harris dramatically confronts Biden on his civil rights record	I did not oppose–
Sen. Harris dramatically confronts Biden on his civil rights record	–Well, there was a failure of–of states to–to integrate–
Sen. Harris dramatically confronts Biden on his civil rights record	–No, but–
Sen. Harris dramatically confronts Biden on his civil rights record	–Public schools in America.
Sen. Harris dramatically confronts Biden on his civil rights record	I was part of the second class to integrate, Berkley, California Public Schools almost two decades after Brown v.
Sen. Harris dramatically confronts Biden on his civil rights record	Board of Education.
Sen. Harris dramatically confronts Biden on his civil rights record	Because your city council made that decision.
Sen. Harris dramatically confronts Biden on his civil rights record	It was a local decision.
Sen. Harris dramatically confronts Biden on his civil rights record	So, that’s where the federal government must step in.
Sen. Harris dramatically confronts Biden on his civil rights record	The–the federal government must–
Sen. Harris dramatically confronts Biden on his civil rights record	–That’s why we have the Voting Rights Act and the Civil Rights Act.
Sen. Harris dramatically confronts Biden on his civil rights record	That’s why we need to pass the Equality Act.
Sen. Harris dramatically confronts Biden on his civil rights record	That’s why we need to pass the ERA because there are–
Sen. Harris dramatically confronts Biden on his civil rights record	–That–
Sen. Harris dramatically confronts Biden on his civil rights record	–Moments in-
Sen. Harris dramatically confronts Biden on his civil rights record	–history where states fail to preserve the civil rights of all people.
Sen. Harris dramatically confronts Biden on his civil rights record	I have supported the ERA from the very beginning when I ran for (INAUDIBLE).
Sen. Harris dramatically confronts Biden on his civil rights record	Vice President Biden 30 seconds because I want to bring other people into this.\
Sen. Harris dramatically confronts Biden on his civil rights record	I–I supported the ERA from the very beginning.
Sen. Harris dramatically confronts Biden on his civil rights record	I am the guy that extended the voting rights act for 25 years.
Sen. Harris dramatically confronts Biden on his civil rights record	We got to the place where we got 98 out of 98 votes in the United States Senate doing it.
Sen. Harris dramatically confronts Biden on his civil rights record	I have also argued very strongly that we in fact deal with the notion of denying people access to the ballot box.
Sen. Harris dramatically confronts Biden on his civil rights record	I agree that everybody once they in fact–my time is up.
Sen. Harris dramatically confronts Biden on his civil rights record	I’m sorry.
Sen. Harris dramatically confronts Biden on his civil rights record	Thank you vice president.
Sen. Harris dramatically confronts Biden on his civil rights record	All of these things (INAUDIBLE).
	
Candidates on what their first issue would be if elected	We’re going to sneak in a break in a minute, but before we go, I’m going to go down the line here and I’m asking you please, for one or two words.
Candidates on what their first issue would be if elected	All right?
Candidates on what their first issue would be if elected	Please.
Candidates on what their first issue would be if elected	Really.
Candidates on what their first issue would be if elected	President Obama, in his first year, wanted to address both healthcare and climate and he could only get one signature issue accomplished.
Candidates on what their first issue would be if elected	It was, obviously, healthcare.
Candidates on what their first issue would be if elected	He didn’t get to do climate change.
Candidates on what their first issue would be if elected	You may only get one shot and your first issue that you’re going to push–you get one shot that it may be the only thing you get passed, what is that first issue for your presidency?
Candidates on what their first issue would be if elected	Eric Swalwell, you’re first.
Candidates on what their first issue would be if elected	For Parkland, for Orlando, for every community effected by gun violence, ending gun violence.
Candidates on what their first issue would be if elected	Senator Bennet?
Candidates on what their first issue would be if elected	Climate change and the lack of economic mobility Bernie talks about.
Candidates on what their first issue would be if elected	Senator Gillibrand?
Candidates on what their first issue would be if elected	Passing a family bill of rights that includes a national paid leave plan, universal Pre-K, affordable daycare and making sure that women and families can thrive in the workplace no matter who they are.
Candidates on what their first issue would be if elected	All right.
Candidates on what their first issue would be if elected	Oh, I like that.
Candidates on what their first issue would be if elected	Senator Harris?
Candidates on what their first issue would be if elected	So, passing a middle class and working families tax cut.
Candidates on what their first issue would be if elected	That’s one.
Candidates on what their first issue would be if elected	DACA, guns.
Candidates on what their first issue would be if elected	I’ll give you credit for the first thing you said, the tax cut.
Candidates on what their first issue would be if elected	Senator Sanders, first thing?
Candidates on what their first issue would be if elected	The premise that there’s only one or two issues out there.
Candidates on what their first issue would be if elected	I’m not saying there’s only one or two.
Candidates on what their first issue would be if elected	is enormous crisis.
Candidates on what their first issue would be if elected	Senator Sanders–
Candidates on what their first issue would be if elected	–We need a political revolution.
Candidates on what their first issue would be if elected	People have got to stand up and take on the special interests.
Candidates on what their first issue would be if elected	We can transform this country.
Candidates on what their first issue would be if elected	Vice President Biden, your first issue, Mr. Vice President?
Candidates on what their first issue would be if elected	I think you’ve so underestimated what Barack Obama did.
Candidates on what their first issue would be if elected	He’s the first man to bring together the entire world, 196 nations to commit to deal with climate change immediately.
Candidates on what their first issue would be if elected	I don’t–I don’t buy that.
Candidates on what their first issue would be if elected	The first–the first thing I would do is make sure that we defeat Donald Trump.
Candidates on what their first issue would be if elected	Okay.
Candidates on what their first issue would be if elected	Period.
Candidates on what their first issue would be if elected	Mayor Buttigieg, your first priority, your first issue as president that you are going to block and tackle?
Candidates on what their first issue would be if elected	We’ve got to fix our democracy before it’s too late.
Candidates on what their first issue would be if elected	Get that right and climate, immigration, taxes and every other issue gets better.
Candidates on what their first issue would be if elected	Mr.–Mr. Yang?
Candidates on what their first issue would be if elected	I would pass a $1,000 freedom dividend for every American adult starting at age 18.
Candidates on what their first issue would be if elected	Which would speed us up on climate change because if you get the boot off of people’s throats they’re (INAUDIBLE) climate change much more clearly.
Candidates on what their first issue would be if elected	Okay.
Candidates on what their first issue would be if elected	Governor Hickenlooper?
Candidates on what their first issue would be if elected	I would do a collaborative approach to climate change and I would pronounce it well before the election to make sure we don’t reelect the worst president in American history.
Candidates on what their first issue would be if elected	And Ms. Williamson, you have the last word.
Candidates on what their first issue would be if elected	My first call is to Prime Minister of New Zealand who said that her role is to make New Zealand the place where it’s the best place in the world for a child to grow up.
Candidates on what their first issue would be if elected	And I would tell her, girlfriend, you are so wrong because the United States of America is going to be the best place–
Candidates on what their first issue would be if elected	Thank you.
Candidates on what their first issue would be if elected	–In the world for a child to grow up.
Candidates on what their first issue would be if elected	We are going to have–
Candidates on what their first issue would be if elected	–Thank you.
Candidates on what their first issue would be if elected	You guys were close with the short–at least it was shorter.
Candidates on what their first issue would be if elected	No, they weren’t, not at all.
Candidates on what their first issue would be if elected	All right, C-minus.
	
Klobuchar's rivals programs	Well, first, the economy.
Klobuchar's rivals programs	We know that not everyone is sharing in this prosperity.
Klobuchar's rivals programs	And Donald Trump just sits in the White House and gloats about what’s going on, when you have so many people that are having trouble affording college and having trouble affording their premiums.
Klobuchar's rivals programs	So I do get concerned about paying for college for rich kids.
Klobuchar's rivals programs	I do.
Klobuchar's rivals programs	But I think my plan is a good one.
Klobuchar's rivals programs	And my plan would be to, first of all, make community college free and make sure that everyone else besides that top percentile gets help with their education.
Klobuchar's rivals programs	My own dad and my sister got their first degrees with community college.
Klobuchar's rivals programs	There’s many paths to success, as well as certifications.
Klobuchar's rivals programs	Secondly, I’d used Pell grants.
Klobuchar's rivals programs	I’d double them from $6,000 to $12,000 a year and expand it to the number of families that get covered, to families that make up to $100,000.
Klobuchar's rivals programs	And then the third thing I would do is make it easier for students to pay off their student loans.
Klobuchar's rivals programs	Because I can tell you this: If billionaires can pay off their yachts, students should be able to pay off their student loans.
	
Top tax rate	This economy has got to work for everyone.
Top tax rate	And right now, we know that it isn’t.
Top tax rate	And it’s going to take all of us coming together to make sure that it does.
Top tax rate	(SPEAKING IN SPANISH) Right now, we have a system that favors those who can pay for access and outcomes.
Top tax rate	That’s how you explain an economy that is rigged to corporations and to the very wealthiest.
Top tax rate	A $2 trillion tax cut that favored corporations while they were sitting on record piles of cash and the very wealthiest in this country at a time of historic wealth inequality.
Top tax rate	A new democracy that is revived because we’ve returned power to the people, no PACs, no gerrymandering, automatic and same-day voter registration to bring in more voters, and a new Voting Rights Act to get rid of the barriers that are in place now…
Top tax rate	Congressman O’Rourke…
Top tax rate	That’s how we each have a voice in our democracy and make this economy work for everybody.
Top tax rate	Congressman, that’s time, sir.
Top tax rate	I’ll give you 10 seconds to answer if you want to answer the direct question.
Top tax rate	Would you support a 70 percent individual marginal tax rate?
Top tax rate	Yes, no, or pass?
Top tax rate	I would support a tax rate and a tax code that is fair to everyone.
Top tax rate	Tax capital at the same right…
Top tax rate	Seventy percent?
Top tax rate	… that you — you tax ordinary income.
Top tax rate	Take that corporate tax rate up to 28 percent.
Top tax rate	You would generate the revenues…
Top tax rate	OK, that’s time.
Top tax rate	… you need to pay for the programs we’re talking about.
	
breaking up of tech companies	I don’t think I disagree.
breaking up of tech companies	I think we have a serious problem in our country with corporate consolidation.
breaking up of tech companies	And you see the evidence of that in how dignity is being stripped from labor, and we have people that work full-time jobs and still can’t make a living wage.
breaking up of tech companies	We see that because consumer prices are being raised by pharmaceutical companies that often have monopolistic holds on drugs.
breaking up of tech companies	And you see that by just the fact that this is actually an economy that’s hurting small businesses and not allowing them to compete.
breaking up of tech companies	One of the most aggressive bills in the Senate to deal with corporate consolidation is mine about corporate consolidation in the ag sector.
breaking up of tech companies	So I feel very strongly about the need to check the corporate consolidation and let the free market work.
breaking up of tech companies	And I’ll tell you this.
breaking up of tech companies	I live in a low-income black and brown community.
breaking up of tech companies	I see every single day that this economy is not working for average Americans.
breaking up of tech companies	The indicators that are being used, from GDP to Wall Street’s rankings, is not helping people in my community.
breaking up of tech companies	It is about time that we have an economy that works for everybody, not just the wealthiest in our nation.
breaking up of tech companies	But quickly, Senator Booker, you did say that you didn’t think it was right to name names, to name companies and single them out, as Senator Warren has.
breaking up of tech companies	Briefly, why is that?
breaking up of tech companies	Well, again, I will single out companies like Halliburton or Amazon that pay nothing in taxes and our need to change that.
breaking up of tech companies	And when it comes to antitrust law, what I will do is, number one, appoint judges that will enforce it, number two, have a DOJ and a Federal Trade Commission that will go through the processes necessary to check this kind of corporate concentration.
breaking up of tech companies	At the end of the day, we have too much of a problem with corporate power growing.
breaking up of tech companies	We see that with everything from Citizens United and the way they’re trying to influence Washington.
breaking up of tech companies	It’s about time that we have a president that fights for the people in this country…
breaking up of tech companies	That’s time, sir.
breaking up of tech companies	We need to have someone that’s a champion for them.
breaking up of tech companies	Thank you, Senator.
breaking up of tech companies	Senator Warren, I mentioned you … Are you picking winners and losers?
breaking up of tech companies	So the way I understand this, it’s there is way too much consolidation now in giant industries in this country.
breaking up of tech companies	That hurts workers.
breaking up of tech companies	It hurts small businesses.
breaking up of tech companies	It hurts independent farmers.
breaking up of tech companies	It hurts our economy overall.
breaking up of tech companies	And it helps constrict real innovation and growth in this economy.
breaking up of tech companies	Now, look, we’ve had the laws out there for a long time to be able to fight back.
breaking up of tech companies	What’s been missing is courage, courage in Washington to take on the giants.
breaking up of tech companies	That’s part of the corruption in this system.
breaking up of tech companies	It has been far too long that the monopolies have been making the campaign contributions, have been funding the super PACs, have been out there making sure that their influence is heard and felt in every single decision that gets made in Washington.
breaking up of tech companies	Where I want to start this is I want to return government to the people, and that means calling out the names of the monopolists and saying I have the courage to go after them.
	
Gender Pay gap	Thank you very much for that question, Lester.
Gender Pay gap	You know, I grew up with a mother who raised my brother, Joaquin, and me as a single parent.
Gender Pay gap	And I know what it’s like to struggle.
Gender Pay gap	I know what it’s like to rent a home and to worry about whether you’re going to be able to pay the rent at the first of the month and to see a mom work very, very hard and know that moms across this country are getting paid less simply because they’re women.
Gender Pay gap	I would do several things, starting with something we should have done a long time ago, which is to pass the Equal Rights Amendment finally in this country.
Gender Pay gap	And also pursue legislation so that women are paid equal pay for equal work in this country.
Gender Pay gap	It’s past time that we did that.
Gender Pay gap	And, you know, we have to do this.
Gender Pay gap	If we want to be the most prosperous nation in the 21st century, we need to make sure that women are paid what they deserve.
Gender Pay gap	All right, thank you.
Gender Pay gap	I want to put the same question to Congresswoman Gabbard.
Gender Pay gap	Your thoughts on equal pay?
	
Income Inequality	BLASIO: Well, we’ve been addressing income inequality in New York City by raising wages, by raising benefits, by putting money back in the hands of working people, $15 minimum wage, paid sick days, pre-K for all, things that are making a huge difference in working people’s lives.
Income Inequality	But let me tell you, what we’re hearing here already in the first round of questions is that battle for the heart and soul of our party.
