label	text
0	It’s something that Barack Obama wanted to do when we were working on the Affordable Care Act.
0	And that is a public option.
0	I am just simply concerned about kicking half of America off of their health insurance in four years, which is exactly what this bill says.
0	So let me go on beyond that.
0	There is a much bigger issue in addition to that, and that is pharmaceuticals.
0	The president literally went on TV, on Fox, and said that people’s heads would spin when they see how much he would bring down pharmaceutical prices.
0	Instead, 2,500 drugs have gone up in double-digits since he came into office.
0	Instead, he gave $100 billion in giveaways to the pharma companies.
0	For the rest of us, for the rest of America, that’s what we call at home all foam and no beer.
0	We got nothing out of it.
0	And so my proposal is to do something about pharma, to take them on, to allow negotiation under Medicare, to bring in less expensive drugs from other countries.
0	And pharma thinks they own Washington?
0	Well, they don’t own me.
0	Your time is up.
0	Thank you.
0	Senator Warren, you signed on to Bernie Sanders’ Medicare for all plan.
0	It would put essentially everybody on Medicare and then eliminate private plans that offer similar coverage.
0	Is that the plan or path that you would pursue as president?
0	So, yes.
0	I’m with Bernie on Medicare for all.
0	And let me tell you why.
0	I spent a big chunk of my life studying why families go broke.
0	And one of the number-one reasons is the cost of health care, medical bills.
0	And that’s not just for people who don’t have insurance.
0	It’s for people who have insurance.
0	Look at the business model of an insurance company.
0	It’s to bring in as many dollars as they can in premiums and to pay out as few dollars as possible for your health care.
0	That leaves families with rising premiums, rising copays, and fighting with insurance companies to try to get the health care that their doctors say that they and their children need.
0	Medicare for all solves that problem.
0	And I understand.
0	There are a lot of politicians who say, oh, it’s just not possible, we just can’t do it, have a lot of political reasons for this.
0	What they’re really telling you is they just won’t fight for it.
0	Well, health care is a basic human right, and I will fight for basic human rights…
0	Congressman O’Rourke, when you ran for Senate, you also praised a bill that would replace private insurance.
0	This year, you’re saying you’re no longer sure.
0	Can you explain why?
0	My goal is to ensure that every American is well enough to live to their full potential because they have health care.
0	In Laredo, Texas, I met a young man, 27 years old, told me that he’d been to a doctor once in his life.
0	And on that visit, he was told he had diabetes, he was told he had glaucoma, and he was told untreated — because he doesn’t have health care — he’ll be dead before the age of 40.
0	So getting to guaranteed, high-quality, universal health care as quickly and surely as possible has to be our goal.
0	The ability to afford your prescriptions and go to a primary care provider, to be — the ability to see a mental health care provider.
0	In Texas, the single largest provider of mental health care services is the county jail system today.
0	And health care also has to mean that every woman can make her own decisions about her own body and has access to the care that makes that possible.
0	Our plan says that if you’re uninsured, we enroll you in Medicare.
0	If you’re insufficiently insured, you can’t afford your premiums, we enroll you in Medicare.
0	But if you’re a member of a union that negotiated for a health care plan that you like because it works for you and your family, you’re able to keep it.
0	Your time is up.
0	We preserve choice by making sure everybody has care.
0	Your time is up, Congressman, but I do want to ask a follow-up on this.
0	Just to be very clear — I’ll give you 10 seconds — would you replace private insurance?
0	No. I think the choice is fundamental to our ability to get everybody cared for…
0	Wait, wait, wait.
0	Congressman O’Rourke, Congressman O’Rourke, private insurance is not working for tens of millions of Americans when you talk about the co-pays, the deductibles, the premiums, the out of pocket expenses.
0	It’s not working.
0	How can you defend a system that’s not working?
0	That’s right.
0	So for those for whom it’s not working, they can choose Medicare.
0	For the…
0	Congressman…
0	… who I listen to…
0	… you’ve got to start by acknowledging the system is not working for people.
0	… they’re able to keep them.
0	Why are you defending private insurance to begin with?
0	… 100 million Americans say they like their private health insurance, by the way.
0	It should be noted that 100 million Americans — I mean, I think we should be the party that keeps what’s working and fixes what’s broken.
0	I mean, doesn’t that make sense?
0	I mean, we should give everyone in this country health care as a basic human right for free, full stop.
0	But we should also give them the option to buy private insurance.
0	Why do we have to stand for taking away something from people?
0	And also it’s bad policy.
0	If you go to every hospital in this country and you ask them one question, which is how would it have been for you last year if every one of your bills were paid at the Medicare rate?
0	Every single hospital administrator said they would close.
0	And the Medicare for all bill requires payments to stay at current Medicare rates.
0	So to some extent, we’re supporting a bill that will have every hospital closing.
0	I mean, my dad was a union electrician, right?
0	I actually grew up in a working-class family.
0	He loved the health care that the IBEW gave him.
0	And I just always think about my dad in anything I would do from a policy perspective.
0	He’d look at me and he’d say, good job, John, for getting health care for every American.
0	But why are you taking my health care away?
0	I’ve let this — I’ve let this play out a little bit because I’m fascinated to hear the daylight between you.
0	Congresswoman Gabbard, why don’t you weigh in here?
0	I think we’re talking about this in the wrong way.
0	You’re talking about one bill over another bill.
0	Really, what we’re talking about is our objective, making sure that every single sick American in this country is able to get the health care that they need.
0	I believe Medicare for all is the way to do that.
0	I also think that employers will recognize how much money will be saved by supporting a Medicare for all program, a program that will reduce the administrative costs, reduce the bureaucratic costs, and make sure that everyone gets that quality health care that they need.
0	I also think that…
0	Senator…
0	… if you — if you look at other countries in the world who have universal health care, every one of them has some form of a role of private insurance, so I think that’s what we’ve got to look at, taking the best of these ideas, but making sure unequivocally that no sick American goes without getting the care that they need, regardless of how much or little money they have in their pocket.
0	Congresswoman, Congresswoman, thanks.
0	Let me turn to Senator Booker on this.
0	Senator Booker, explain to me where you are.
0	This is hugely important to people.
0	So tell us where you are.
0	I absolutely will.
0	First of all, we’re talking about this as a health care issue, but in communities like mine, low-income communities, it’s an education issue, because kids who don’t have health care are not going to succeed in school.
0	It is an issue for jobs and employment, because people who do not have good health care do not succeed at work.
0	It’s even a retirement issue, because in my community, African-Americans have a lower life expectancy because of poorer health care.
0	And so where I stand is very clear.
0	Health care — it’s not just a human right, it should be an American right.
0	And I believe the best way to get there is Medicare for all.
0	But I have an urgency about this.
0	When I am president of the United States, I’m not going to wait.
0	We have to do the things immediately that are going to provide better care.
0	And on this debate, I’m sorry.
0	There are too many people profiteering off of the pain of people in America, from pharmaceutical companies to insurers.
0	Literally, the overhead for insurance that they charge is 15 percent, while Medicare’s overhead is only at 2 percent.
0	We can do this better.
0	And every single day, I will be fighting to give people more access and more affordable costs until we get to my goal…
0	Your time is up, Senator.
0	… which is every American having health care.
0	Time is up, Senator.
0	I want to…
0	I want to move back, if I can, to Congresswoman Gabbard…
0	… point, though, and that is that the insurance companies last year alone sucked $23 billion in profits out of the health care system, $23 billion.
0	It should not be an option in the United States of America for any insurance company to deny a woman coverage for their exercise of their right of choice.
0	And I am the only candidate here who has passed a law protecting a woman’s right of reproductive health in health insurance, and I’m the only candidate who has passed a public option.
0	And I respect everybody’s goals and plans here, but we do have one candidate that’s actually advanced the ball.
0	And we’ve got to have access for everyone.
0	I’ve done it as a public option.
0	They should absolutely be held criminally liable, because they are liable and responsible.
0	This is one of the reasons why well before I was running for president I said I would not take contributions from pharma companies, not take contributions from corporate PACs, or pharma executives, because they are part of this problem.
0	And this opioid addiction in our country, we in cities like mine have been seeing how we’ve tried to arrest our way out of addiction for too long.
0	It is time that we have a national urgency to deal with this problem and make the solutions that are working to actually be the law of our land and make the pharmaceutical companies that are responsible help to pay for that.
0	Thank you very much, Jose.
0	I’m very proud that in April I became the first candidate to put forward a comprehensive immigration plan.
0	And we saw those images… … watching that image of Oscar and his daughter, Valeria, is heartbreaking.
0	It should also piss us all off.
0	If I were president today — and it should spur us to action.
0	If I were president today, I would sign an executive order that would get rid of Trump’s zero-tolerance policy, the remain in Mexico policy, and the metering policy — this metering policy is basically what prompted Oscar and Valeria to make that risky swim across the river.
0	They had been playing games with people who are coming and trying to seek asylum at our ports of entry.
0	Oscar and Valeria went to a port of entry, and then they were denied the ability to make an asylum claim, so they got frustrated and they tried to cross the river, and they died because of that.
0	May I address that?
0	First and foremost, it was a mistake to pull out of that deal.
0	And one of the reasons why we’re seeing this hostility now is because Donald Trump is marching us to a far more dangerous situation.
0	Literally, he took us out of a deal that gave us transparency into their nuclear program and pushed back a nuclear breakout 10, 20 years.
0	And now we see Iran threatening to go further and who are pulled — being pulled further and further into this crisis.
0	We need to renegotiate and get back into a deal, but I’m not going to have a primary platform to say unilaterally I’m going to rejoin that deal.
0	Because when I’m president of the United States, I’m going to do the best I can to secure this country and that region and make sure that if I have an opportunity to leverage a better deal, I’m going to do it.
0	I’m going to use 20 of my seconds just to say there’s one thing we don’t all agree with when it comes to guns, and I think it’s common sense, and over 70 percent of Americans agree with me.
0	If you need a license to drive a car, you should need a license to buy and own a firearm.
0	And not everybody in this field agrees with that.
0	But in states like Connecticut that did that, they saw 40 percent drops in gun violence and 15 percent drops in suicides.
0	We need to start having bold agendas on guns.
0	When it comes to the Supreme Court, very clearly, we — I agree with my friend, Secretary Castro.
0	We are going to get to 50 votes in the Senate.
0	This is a team sport.
0	Whoever is our nominee needs to campaign in places like South Carolina, because we can elect Jamie Harrison.
0	They need to campaign in places like Iowa, because we can win a Senate seat there.
0	This is about getting us back to having 50 votes in the Senate and more so that we cannot only balance the Supreme Court, but start to pass an aggressive agenda that, frankly, isn’t so aggressive, because most of America agrees with the policy objectives of our party.
0	Let me say that there is no one in our government at any level who has the right to tell any American who they should be allowed to love or who they should be allowed to marry.
0	My record in Congress for over six years shows my commitment to fighting for LGBTQ equality.
0	I serve on the Equality Caucus and recently voted for passage of the Equality Act.
0	Maybe many people in this country can relate to the fact that I grew up in a socially conservative home, held views when I was very young that I no longer hold today.
0	I’ve served with LGBTQ servicemembers, both in training and deployed downrange.
0	I know that they would give their life for me and I would give my life for them.
0	It is this commitment that I’ll carry through as president of the United States, recognizing that there are still people who are facing discrimination in the workplace, still people who are unable to find a home for their families.
0	It is this kind of discrimination that we need to address.
0	John, appreciate the question.
0	The answer is yes, but that action should always be undertaken with allies and partners and friends.
0	When the United States presents a united front, we have a much better chance of achieving our foreign policy aims and preventing the kind of genocide to which you refer, the kind of genocide that we saw in Rwanda, the kind of genocide we want to stop going forward.
0	But unfortunately, under this administration, President Trump has alienated our allies and our friends and our alliances.
0	He’s diminished our standing in the world and he’s made us weaker as a country, less able to confront challenges, whether it’s Iran or North Korea or Vladimir Putin in Russia, who attacked and invaded our democracy in 2016, and who President Trump has offered another invitation to do the same.
0	He’s embraced strongmen and dictators at the expense of the great democracies.
0	As president, I will make sure that we live our values in our foreign policy.
0	I will ensure that we strengthen those alliances and partnerships and friendships and meet any challenge that we face together.
0	That makes America stronger.
0	Well, you are quite right.
0	We have a new vision for America and at a time when we have three people in this country owning more wealth than the bottom half of America, while 500,000 people are sleeping out on the streets today we think it is time for change, real change.
0	And by that I mean that healthcare in my view is a human right and we have got to pass a Medicare for all single-payer system.
0	Under that system by the way vast majority of the people in this country will be paying significantly less for healthcare than they are right now.
0	I believe that education is the future for this country and that is why I believe that we must make public colleges and universities tuition-free and eliminate student debt and we do that by placing a tax on Wall Street.
0	Every proposal that I have brought forth is fully paid for.
0	What I meant by that is look, Donald Trump thinks Wall Street built America.
0	Ordinary middle-class Americans built America.
0	My dad used to have an expression he said Joe a job is about a lot more than a paycheck; it’s about your dignity, it’s about respect, it’s being able to look your kid in the eye and say everything’s going to be okay.
0	Too many people who are in the middle class and poor have had the bottom fall out under this proposal.
0	What I am saying is that we’ve got to be straightforward.
0	We have to make sure we understand that to return dignity to the middle class they have to have insurance that is covered and they can afford it.
0	They have to make sure that we (INAUDIBLE) situation where there’s continuing education and they are able to pay for it and they have to make sure that they are able to breathe air that is–is–is clean and they–they have water that they can drink.
0	Look, Donald Trump has put us in a horrible situation.
0	We do have enormous income inequality and one thing I agree honestly can make massive cuts in the $1.6 trillion in tax loopholes out there and I would be going about eliminating Donald Trump’s tax cuts for the wealthy.
0	Well, let me tell you something.
0	I–I hear that question, but where was that question when the Republicans and Donald Trump passed a tax bill that–that benefits the top 1 percent and—the biggest corporations in the–this country, contributing at least a–$1 trillion to the debt of America, which middle-class families will pay for one way or another.
0	Working families need support and need to be lifted up, and frankly this economy is not working or working people.
0	For too long, the rules have been written in the favor of the people who have the most and not in favor of the people who work the most, which why I am proposing that we change the tax code so, for every family that is making less than $100,000 year, they will receive a tax credit that they can collect, up to $500 a month, which will make all the difference between those families being able to get through the end of the month with dignity and was support or not.
0	And on day one, I will repeal that tax bill that benefits the top 1 percent and the biggest corporations in America.
0	Well, I think that the bottom line is, if we don’t clearly define that we are not socialists, the Republicans are going to come at us every way they can and–and call us socialists.
0	And if you look at the Green New Deal, which I admire the sense of urgency and how important it is to do climate change, I’m a scientist, but we can’t promise every American a government job if you want to get universal healthcare coverage.
0	I believe that healthcare is a right and not a privilege, but you can’t expect to eliminate private insurance for 180 million people, many of whom don’t want to give it up.
0	In Colorado, we brought businesses and nonprofits together.
0	We got to near universal healthcare coverage.
0	We were the first state in America to–to bring the environmental community and the oil and gas industry to address, aggressively address methane emissions.
0	And we were also the first place to–to expand reproductive rights on a scale basis that we reduced teen pregnancy by 54 percent.
0	We’ve done the big progressive things people said it couldn’t be done.
0	I’ve done what pretty much everyone else up here is still talking about doing.
0	I got $100,000 in student loan debt myself.
0	I tell you–if I count on the people who have been in government for the past 30 years who were around when this problem was created to be the ones to solve it it is going to be the next generation, the 40 million of us who can’t start a family.
0	Can’t take a good idea and start a business and can’t buy our first home.
0	This is the generation that’s going to be able to solve student loan debt.
0	This generation is ready to lead.
0	Hey, guys.
0	You know what?
0	America does not want to witness a food fight.
0	They want to know how we’re going to put food on their table.
0	So, on that point, part of the issue that is at play in America today, and we’ve all been traveling around the country, I certainly have, I’m meeting people who are working two and three jobs.
0	You know, this president walks around talking about and flouting his great economy, right?
0	My great economy.
0	My great economy.
0	You ask him, well, how are you measuring this greatness of this economy of yours and he talks about the stock market.
0	Well, that’s fine if you own stocks.
0	So many families in America do not.
0	You ask him how are you measuring the greatness of this economy of yours and they point to the jobless numbers and the unemployment numbers.
0	Well, yeah, people in America are working.
0	They’re working two and three jobs.
0	So, when we talk about jobs, let’s be very clear.
0	In our America, no one should have to work more than one job to have a roof over their head and food on the table.
0	Well, I just want to agree that I think Russia is our biggest geopolitical threat because they’ve been hacking our democracy successfully.
0	They’ve been laughing their asses off about it for the last couple of years and we should focus on that before we start worrying about other threats.
0	Now, China, they do–they do (INAUDIBLE) property.
0	It’s a massive problem.
0	But the tariffs and the trade war are just punishing businesses and producers and workers on both sides.
0	I met with a farmer in Iowa who said he spent six years building up a buying relationship in China that’s now disappeared and gone forever.
0	And the beneficiaries have not been American workers or–or people in China.
0	It’s been Southeast Asia and other producers that have then stepped into the void.
0	So, we need to–to crack down on Chinese malfeasance in the trade relationship but the tariffs and the trade war are the wrong way to go.
0	Because I couldn’t get it done.
0	My community is in anguish right now because of an officer involved shooting.
0	A black man Eric Logan killed by a white officer.
0	And I’m not allowed to take sides until the investigation comes back.
0	The officer says he was attacked with a knife, but he didn’t have his body camera on.
0	It’s a mess.
0	And we’re hurting.
0	And I could walk you through all of the things that we have done as a community–all of the steps that we took from bias training to de-escalation but it didn’t save the life of Eric Logan.
0	And when I look into his mother’s eyes I have to face the fact and nothing that I say will bring him back.
0	This is an issue that is facing our community and so many communities around the country.
0	And until we move policing out from the shadow of systemic racism whatever this particular incident teaches us we will be left with the bigger problem of the fact that there is a wall of mistrust put up one racist act at a time.
0	Not just from what has happened in the past but what’s happening around the country in the present.
0	It threatens the well being of every community.
0	And I am determined to bring about a day when a white person driving a vehicle and a black person driving a vehicle when they see a police officer approaching feels the exact same thing.
0	A feeling not of fear but of safety.
0	I’m determined to bring that day about.
0	No, absolutely not.
0	Unlike the Republican party we encourage diverse city, we believe in diverse city, that is what America is up about.
0	But in addition to diversity in terms of having more women, more people from the GB–L–LGBT community we also have to do something else and that is we have to ask ourselves a simple question and that how come to day the worker in the middle of our economy is making no more money than he or she made 45 years ago and that in the last 30 years the top 1 percent has seen a $21 trillion increase in their wealth.
0	We need a party that is diverse but we need a party that has the guts to stand up to the powerful special interest who have so much power over the economic and political life of this country.
0	Gridlock will not magically disappear as long as Mitch McConnell is there, first.
0	Second, second, that is why it is so important for us to when not just the presidency to have somebody that can run in all 50 states but to–but to win the Senate as well and that is why we have to propose policies that can be supported like Medicare X (PH) so that we can build a broad coalition of Americans to overcome broken Washington DC.
0	I agree with what Senator Gillibrand was saying and share a lot of her views.
0	We need to in gerrymandering in wash–and we need to end political gerrymandering in Washington.
0	The court today said they couldn’t do anything about it.
0	We need to overturn Citizens United.
0	The court was the one that gave us Citizens United.
0	And the attack on voting rights in Shelby versus Holder is something we need to deal with.
0	All of those things has happened since Vice President Biden was in the Senate.
0	And we face structural problems that we have to overcome with a broad coalition.
0	It’s the only way we can do it.
0	We need to root out the corruption in Washington, expand people’s right to get to the polls.
0	Well, my plan is somebody who believes, for a start, that a woman’s right to control her own body is a constitutional right, that government and politicians should not infringe on that right.
0	We will do everything we can to defense our–Roe versus Wade.
0	Second of all, let me make– –Let me make–let me make a promise here.
0	You asked about litmus test.
0	My litmus test is I will never appoint any–nominate any justice to the Supreme Court unless that justice is 100 percent clear he or she will defend Roe v.
0	Wade.
0	Third of all, I do not believe in packing the court.
0	Well, first of all I don’t even call it climate change.
0	It’s a climate crisis.
0	It represents an existential threat to us as a species.
0	And the fact that we have a President of the United States who has embraced science fiction over science fact will be to our collective peril.
0	I visited while the embers were smoldering the wildfires in California I spoke with firefighters who were in the midst of fighting a fire while their own homes were burning.
0	And on this issue it is a–it is a critical issue that is about what we must do to confront what is immediate and before us right now.
0	That is why I support a Green New Deal.
0	It is why I believe on day one and as President will re-enter us in the Paris agreement because we have to take these issues seriously and frankly, we have a President of the United States we talked about you asked before what is the greatest national security threat to the United States?
0	It’s Donald Trump.
0	And I’m going to tell you why.
0	And I’m going to tell you why because I agree climate change represents an existential threat.
0	He denies the science.
0	You want to talk about North Korea, real threat in terms of nuclear arsenal but what doe she do?
0	He embraces Kim Jong Un a dictator
0	Gridlock will not magically disappear as long as Mitch McConnell is there, first.
0	Second, second, that is why it is so important for us to when not just the presidency to have somebody that can run in all 50 states but to–but to win the Senate as well and that is why we have to propose policies that can be supported like Medicare X so that we can build a broad coalition of Americans to overcome broken Washington DC.
0	I agree with what Senator Gillibrand was saying and share a lot of her views.
0	We need to in gerrymandering in wash–and we need to end political gerrymandering in Washington.
0	Keep your pistols, keep your rifles, keep your shotguns but we can take the most dangerous weapons from the most dangerous people.
0	We have the NRA on the ropes because of the Moms because the Brady Group, because of Giffords, because of March for Our Lives.
0	But I’m the only candidate on this stage calling for a ban and buyback of every single assault weapon in America.
0	I’ve seen the plans of the other candidates here.
0	They would all leave 15 million assault in our communities.
0	They wouldn’t do a single thing to save a single life in Parkland.
0	I will approach this issue as a prosecutor.
0	I will approach it as the only person on this stage who has voted and passed background checks–but also as a parent of a generation who sends our children to school where we look at what they’re wearing so we can remember it in case we have to identify them later.
0	A generation who has seen thousands of black children killed in our streets and a generation who goes to the theater and we actually where the fire exits are.
0	We don’t have to live this way.
0	We must be a country who loves our children more than we love our guns.
0	Well, one of my first phone calls would be to call the European leaders and say we are back because I totally understand how important it is that the United States be part of the Western alliance.
0	Because once we–once Bush abuse that power what happened was we got elected after that.
0	I made sure the president turned to me and said Joe, get our combat troops out of Iraq.
0	I was responsible for getting 150,000 combat troops out of Iraq and my son was one of them.
0	I also think we should not have combat troops in Afghanistan.
0	It’s long overdue.
0	It should end.
0	And I thirdly I believe that you are not going to find anybody who has pulled together more of our alliances to deal with what is the real stateless threat out there.
0	We cannot go it alone in terms of dealing with terrorism.
0	So I would eliminate the–the act that allowed us to go into war and not the AU and fan make sure that it could only be used for what it’s intended–what its intent was and that is to go after terrorist but never do it alone.
0	That is why we have to repair our alliances.
0	We put together 65 countries to make sure we dealt with ISIS in Iraq and other places.
0	That is what I would do.
0	That is what I have done and I know how to do it.
0	Closing now?
0	Together we are on a mission.
0	We’re on a mission to find the America that’s been lost, lost through infighting, lost through inaction.
0	We’re so much better than this.
0	We’re a country that used to do things.
0	We saved the world.
0	We created the American dream for millions of people like myself, the grandson of immigrants, the son of a union electrician who went on to become a successful business leader and create thousands of jobs.
0	But we did these things with real solutions, not with impossible promises.
0	And those are the roots that we have to get back to.
0	I’m running for president to solve these problems, to build infrastructure, to fix our broken health care system, to invest in communities that have been left behind, to improve public education.
0	I just don’t want to be your president to be your president.
0	I want to be your president to do the job.
0	This is not about me.
0	This is about getting America working again.
0	It matters.
0	It matters in this fight for the heart and soul of our party that we nominate a candidate who has seen the face of poverty and didn’t just talk about it, but gave people $15 minimum wage.
0	It matters that we nominate a candidate who saw the destruction wrought by a broken health care system and gave people universal health care.
0	It matters that we choose someone who saw the wasted potential of our children denied pre-K and gave it to every single one of them for free.
0	These things really matter.
0	And these are the things that I’ve done in New York and I want to do the same for this whole country, because putting working people first, it matters.
0	We need to be that party again.
0	Let’s work together.
0	With your help, we can put working people first again in America.
0	(OFF-MIKE) grandchildren, we love them all.
0	And when I was thinking about whether to run for president, I made a decision.
0	I decided that on my last day on Earth, I wanted to look them in the eye and tell them I did everything humanly possible to protect them from the ravages of the climate crisis.
0	And I know to a moral certainty, if we do not have the next president who commits to this as the top priority, it won’t get done.
0	And I am the only candidate — frankly, I’m surprised.
0	I’m the only candidate who’s made this commitment to make it the top priority.
0	If you join me in that recognition of how important this is, we can have a unified national mission.
0	We can save ourselves.
0	We can save our children.
0	We can save our grandchildren.
0	And we can save literally the life on this planet.
0	This is our moment.
0	There’s nothing worse than not being heard.
0	Nothing worse than not being seen.
0	And I know that because I’ve represented for 17 years in Congress a forgotten community.
0	They’ve tried to divide us, who’s white, who’s black, who’s gay, who’s straight, who’s a man, who’s a woman.
0	And they ran away with all the gold because they divided the working class.
0	It’s time for us to come together.
0	I don’t know how you feel, but I’m ready to play some offense.
0	I come from the middle of industrial America, but these problems are all over our country.
0	There’s a tent city in L.A. There’s homeless people and people around our country who can’t afford a home.
0	It’s time for us to get back on track.
0	The teacher in Texas, the nurse in New Hampshire, the waitress in Wisconsin, all of us coming together, playing offense with an agenda that lifts everybody up.
0	I will only promise you one thing.
0	When I walk into that Oval Office every morning, you will not be forgotten.
0	Your voice will be heard.
0	Thank you.
0	Our nation was founded on the principles of service above self, people who fled kings, who literally prospered on the backs and the sacrifices of people, coming here to this country, instead putting in place a government that is of, by, and for the people.
0	But that’s not what we have.
0	Instead, we have a government that is of, by, and for the rich and powerful.
0	This must end.
0	As president, our White House — our White House will be a beacon of light, providing hope and opportunity, ushering in a new century where every single person will be able to get the health care they need, where we will have clean air to breathe and clean water to drink, where we will have good-paying jobs and a new green economy.
0	Join me in ushering in this new century with peace, prosperity, opportunity, and justice for all.
0	Me llamo Julian Castro, y estoy postolando por presidente de los Estados Unidos.
0	The very fact that I can say that tonight shows the progress that we have made in this country.
0	Like many of you, I know the promise of America.
0	My grandmother came here when she was 7 years old as an immigrant from Mexico, and just two generations later, one of her grandsons is serving in the United States Congress and the other one is running for president of the United States.
0	If I’m elected president, I will work hard every single day so that you and your family can get good health care, your child can get a good education, and that you can have good job opportunities, whether you live in a big city or a small town.
0	And on January 20, 2021, we’ll say adios to Donald Trump.
0	Three things to know about me.
0	First, I listen to people and that’s how I get things done.
0	That is my focus.
0	I have a track record of passing over 100 bills where I’m the lead Democrat.
0	And that is because I listened and I acted.
0	And I think that’s important in a president.
0	Everything else just melts away.
0	Secondly, I’m someone that can win and beat Donald trump.
0	I have won every place, every race, and every time.
0	I have won in the reddest of districts, ones that Donald Trump won by over 20 points.
0	I can win in states like Wisconsin and Iowa and in Michigan.
0	And finally, yeah, I am not the establishment party candidate.
0	I’ve got respect, but I’m not that person.
0	I am the one that doesn’t have a political machine, that doesn’t come from money.
0	And I don’t make all the promises that everyone up here makes.
0	But I can promise you this.
0	I am going to govern with integrity.
0	I’m going to (OFF-MIKE) I’m going to govern for you.
0	Gracias.
0	Fifty years ago this month, my family moved into the town I grew up in because after being denied a house because of the color of their skin, it was activists, mostly white activists, that stood up and fought for them.
0	That’s the best of who we are as America and why when I got out of law school, I moved into the inner city of Newark to fight as a tenant lawyer for other people’s rights.
0	I’ve taken on bullies and beat them.
0	I’ve taken on tough fights and we’ve won.
0	And we win those fights not by showing the worst of who we are, by rising to who’s best.
0	Donald Trump wants us to fight him on his turf and his terms.
0	We will beat him, I will beat him by calling this country to a sense of common purpose again.
0	This is a referendum on him and getting rid of him, but it’s also a referendum on us, who we are, and who we must be to each other.
0	It’s time we win this election.
0	And the way I’ll govern is by showing the best of who we are because that’s what this country needs and deserves.
0	Our daughter, Molly, turned 11 this week.
0	I’m on this stage for her, for children across this country, including some her same age who’ve been separated from their parents and are sleeping on concrete floors under aluminum blankets tonight.
0	If we’re going to be there for them, if we’re going to confront the challenges that we face, we can’t return to the same old approach.
0	We’re going to need a new kind of politics, one directed by the urgency of the next generation, those climate activists, who are fighting not just for their future but for everyone’s, those students marching not just for their lives but for all of ours.
0	We’ll need a movement like the one that we led in Texas.
0	It renewed our democracy by bringing everyone in and writing nobody off.
0	That’s how we beat Donald Trump.
0	That’s how we bring this great country together again.
0	Join us.
0	This is our moment.
0	And the generations that follow are counting on us to meet it.
0	Thank you.
0	It’s a great honor to be here.
0	Never in a million years did I think I would stand on a stage like this.
0	I was born and raised in Oklahoma.
0	I have three older brothers.
0	They all joined the military.
0	I had a dream growing up.
0	And my dream was to be a public school teacher.
0	By the time I graduated from high school, my family — my family didn’t have the money for a college application, much less a chance for me to go to college.
0	But I got my chance.
0	It was a $50 a semester commuter college.
0	That was a little slice of government that created some opportunity for a girl.
0	And it opened my life.
0	I am in this fight because I believe that we can make our government, we can make our economy, we can make our country work not just for those at the top.
0	We can make it work for everyone.
0	And I promise you this: I will fight for you as hard as I fight for my own family.
0	We can’t be a forward looking party if we look to the past for leadership.
0	I’m a congressman but also a father of a two year old and an infant.
0	When I’m not changing diapers, I’m changing Washington.
0	Most of the time the diapers smell better.
0	I went to congress at 31.
0	And I found a Washington that doesn’t work for people like you or me.
0	It’s made of the rich and the disconnected.
0	I was the first in my family to go to college and have student loan debt.
0	So, I have led the effort to elect the next generation of members of Congress and we have a moment to seize.
0	This is a can do generation.
0	This is a generation that will end climate chaos.
0	This is the generation that will solve student loan debt.
0	And this is the generation that will say enough is enough and end gun violence.
0	This generation demands bold solutions.
0	That’s why I’m running for president.
0	I’m sorry we haven’t talked more tonight about how we are going to beat Donald Trump.
0	I have an idea about Donald Trump.
0	Donald Trump is not going to be beaten just by insider politics talk.
0	He’s not going to be beaten just by somebody who has plans.
0	He is going to be beaten by somebody who has an idea what this man has done.
0	This man has reached into the psyche of the American people and he has harnessed fear for political purposes.
0	So, Mr. President, if you’re listening, I want you to hear me please–you have harnessed fear for political purposes and only love can cast that out.
0	So, I sir, I have a feeling you know what you’re doing.
0	I’m going to harness love for political purposes.
0	I will meet you on that field and, sir, love will win.
0	Thank you.
0	Thank you.
0	My mom and her parents came to the United States to rebuild their shattered lives 3–in the only country that they could, 300 years before that my parents family came searching religious freedom here.
0	The ability for one generation to do better than the next is now severely at risk in the United States especially among children living in poverty like the ones I used to work for in the Denver public schools.
0	That’s why I’m running for president.
0	I’ve had two tough races in Colorado by bringing people together not by making empty promises.
0	And I believe we need to build a broad coalition of Americans to beat Donald Trump and the corruption in Washington and build a new era of–of American democracy and American opportunity.
0	This is going to be hard to do, but it’s what our parents would’ve expected.
0	It’s what our kids deserve.
0	–I hope you join me in this effort.
0	Thank you.
0	I’m a small business owner who brought that same scrappy spirit to big Colorado, one of the most progressive states in America.
0	We’ve expanded reproductive health to–to reduce teenage abortion by 64 percent.
0	We were the first state to legalize marijuana and we transformed our justice system in the process.
0	We passed universal background checks in a purple state.
0	We got to near universal healthcare coverage.
0	We attack climate change with the toughest methane regulations in the country.
0	And for the last three years, we’ve been the number one economy in America.
0	You don’t need big government to do big things.
0	I know that because I’m the one person up here who’s actually done the big progressive things everyone else is talking about.
0	If we turn towards socialism, we run the risk of helping to reelect the worst president in American history.
0	Women in America–women in America are on fire.
0	We’ve marched, we’ve organized, we’ve run for office and we’ve won.
0	But, our rights are under attack like never before by President Trump and the Republicans who want to repeal Roe v.
0	Wade, which is why I went to the front lines in Georgia to fight for them.
0	As president, I will take on the fights that no one else will.
0	I stood up to the Pentagon and repealed Don’t Ask Don’t Tell.
