RowID	Speaker	SpeakerInfo	Question	Topic	Text
391	CASTRO	Candidate	23.0	Closing Statements	Me llamo Julian Castro, y estoy postolando por presidente de los Estados Unidos. The very fact that I can say that tonight shows the progress that we have made in this country. Like many of you, I know the promise of America. My grandmother came here when she was 7 years old as an immigrant from Mexico, and just two generations later, one of her grandsons is serving in the United States Congress and the other one is running for president of the United States. If I’m elected president, I will work hard every single day so that you and your family can get good health care, your child can get a good education, and that you can have good job opportunities, whether you live in a big city or a small town. And on January 20, 2021, we’ll say adios to Donald Trump.
393	KLOBUCHAR	Candidate	23.0	Closing Statements	Three things to know about me. First, I listen to people and that’s how I get things done. That is my focus. I have a track record of passing over 100 bills where I’m the lead Democrat. And that is because I listened and I acted. And I think that’s important in a president. Everything else just melts away. Secondly, I’m someone that can win and beat Donald trump. I have won every place, every race, and every time. I have won in the reddest of districts, ones that Donald Trump won by over 20 points. I can win in states like Wisconsin and Iowa and in Michigan. And finally, yeah, I am not the establishment party candidate. I’ve got respect, but I’m not that person. I am the one that doesn’t have a political machine, that doesn’t come from money. And I don’t make all the promises that everyone up here makes. But I can promise you this. I am going to govern with integrity. I’m going to (OFF-MIKE) I’m going to govern for you.
396	BOOKER	Candidate	23.0	Closing Statements	Gracias. Fifty years ago this month, my family moved into the town I grew up in because after being denied a house because of the color of their skin, it was activists, mostly white activists, that stood up and fought for them. That’s the best of who we are as America and why when I got out of law school, I moved into the inner city of Newark to fight as a tenant lawyer for other people’s rights. I’ve taken on bullies and beat them. I’ve taken on tough fights and we’ve won. And we win those fights not by showing the worst of who we are, by rising to who’s best. Donald Trump wants us to fight him on his turf and his terms. We will beat him, I will beat him by calling this country to a sense of common purpose again. This is a referendum on him and getting rid of him, but it’s also a referendum on us, who we are, and who we must be to each other. It’s time we win this election. And the way I’ll govern is by showing the best of who we are because that’s what this country needs and deserves.
399	O’ROURKE	Candidate	23.0	Closing Statements	Our daughter, Molly, turned 11 this week. I’m on this stage for her, for children across this country, including some her same age who’ve been separated from their parents and are sleeping on concrete floors under aluminum blankets tonight. If we’re going to be there for them, if we’re going to confront the challenges that we face, we can’t return to the same old approach. We’re going to need a new kind of politics, one directed by the urgency of the next generation, those climate activists, who are fighting not just for their future but for everyone’s, those students marching not just for their lives but for all of ours. We’ll need a movement like the one that we led in Texas. It renewed our democracy by bringing everyone in and writing nobody off. That’s how we beat Donald Trump. That’s how we bring this great country together again. Join us. This is our moment. And the generations that follow are counting on us to meet it.
402	WARREN	Candidate	23.0	Closing Statements	Thank you. It’s a great honor to be here. Never in a million years did I think I would stand on a stage like this. I was born and raised in Oklahoma. I have three older brothers. They all joined the military. I had a dream growing up. And my dream was to be a public school teacher. By the time I graduated from high school, my family — my family didn’t have the money for a college application, much less a chance for me to go to college. But I got my chance. It was a $50 a semester commuter college. That was a little slice of government that created some opportunity for a girl. And it opened my life. I am in this fight because I believe that we can make our government, we can make our economy, we can make our country work not just for those at the top. We can make it work for everyone. And I promise you this: I will fight for you as hard as I fight for my own family.
954	SWALWELL	Candidate	23.0	Their closing statements	We can’t be a forward looking party if we look to the past for leadership. I’m a congressman but also a father of a two year old and an infant. When I’m not changing diapers, I’m changing Washington. Most of the time the diapers smell better. I went to congress at 31. And I found a Washington that doesn’t work for people like you or me. It’s made of the rich and the disconnected. I was the first in my family to go to college and have student loan debt. So, I have led the effort to elect the next generation of members of Congress and we have a moment to seize. This is a can do generation. This is a generation that will end climate chaos. This is the generation that will solve student loan debt. And this is the generation that will say enough is enough and end gun violence. This generation demands bold solutions. That’s why I’m running for president.
957	WILLIAMSON	Candidate	23.0	Their closing statements	I’m sorry we haven’t talked more tonight about how we are going to beat Donald Trump. I have an idea about Donald Trump. Donald Trump is not going to be beaten just by insider politics talk. He’s not going to be beaten just by somebody who has plans. He is going to be beaten by somebody who has an idea what this man has done. This man has reached into the psyche of the American people and he has harnessed fear for political purposes. So, Mr. President, if you’re listening, I want you to hear me please–you have harnessed fear for political purposes and only love can cast that out. So, I sir, I have a feeling you know what you’re doing. I’m going to harness love for political purposes. I will meet you on that field and, sir, love will win.
960	BENNET	Candidate	23.0	Their closing statements	Thank you. Thank you. My mom and her parents came to the United States to rebuild their shattered lives 3–in the only country that they could, 300 years before that my parents family came searching religious freedom here. The ability for one generation to do better than the next is now severely at risk in the United States especially among children living in poverty like the ones I used to work for in the Denver public schools. That’s why I’m running for president. I’ve had two tough races in Colorado by bringing people together not by making empty promises. And I believe we need to build a broad coalition of Americans to beat Donald Trump and the corruption in Washington and build a new era of–of American democracy and American opportunity.
961	BENNET	Candidate	23.0	Their closing statements	This is going to be hard to do, but it’s what our parents would’ve expected. It’s what our kids deserve.
963	BENNET	Candidate	23.0	Their closing statements	–I hope you join me in this effort. Thank you.
965	HICKENLOOPER	Candidate	23.0	Their closing statements	I’m a small business owner who brought that same scrappy spirit to big Colorado, one of the most progressive states in America. We’ve expanded reproductive health to–to reduce teenage abortion by 64 percent. We were the first state to legalize marijuana and we transformed our justice system in the process. We passed universal background checks in a purple state. We got to near universal healthcare coverage. We attack climate change with the toughest methane regulations in the country. And for the last three years, we’ve been the number one economy in America. You don’t need big government to do big things. I know that because I’m the one person up here who’s actually done the big progressive things everyone else is talking about. If we turn towards socialism, we run the risk of helping to reelect the worst president in American history.
968	GILLIBRAND	Candidate	23.0	Their closing statements	Women in America–women in America are on fire. We’ve marched, we’ve organized, we’ve run for office and we’ve won. But, our rights are under attack like never before by President Trump and the Republicans who want to repeal Roe v. Wade, which is why I went to the front lines in Georgia to fight for them. As president, I will take on the fights that no one else will. I stood up to the Pentagon and repealed Don’t Ask Don’t Tell. I’ve stood up to the banks and voted against the bail out twice. I’ve stood up to Trump more than any other senator in the U.S. Senate. And I have the most comprehensive approach for getting money out of politics with publicly funded elections to deal with political corruption. Now is not the time to play it safe. Now is not the time to be afraid of first. We need a president who will take on the big challenges even if she stands alone. Join me in fighting for this.
971	YANG	Candidate	23.0	Their closing statements	First, I want to thank everyone who put me on this stage tonight. I am proof that our democracy still works. Democrats and Americans around the country have one question for their nominee and that is who can beat Donald Trump in 2020. That is the right question. And the right candidate to beat Donald Trump will be solving the problems that got Donald Trump elected and will have a vision of a trickle up economy that is already drawing thousands of disaffected Trump voters, conservatives, independents, and libertarians, as well as Democrats and progressives. I am that candidate. I can build a much broader coalition to beat Donald Trump. It is not left. It is not right. It is forward and that is where I’ll take the country in 2020.
974	HARRIS	Candidate	23.0	Their closing statements	Thank you. Well, I–I just want to leave you with a couple of things. One, we need a nominee who has the ability to prosecute the case against four more years of Donald Trump and I will do that. Second, this election is about you. This is about your hopes and your dreams and your fears and what wakes you up at 3:00 in the morning. And that’s why I have what I call a 3:00 a.m. agenda that is about everything from what we need to do to deliver healthcare to how you will be able to pay the bills by the end of the month. And when I think about what our country needs, I promise you I will be a president who leads with a sense of dignity, with honest, speaking the truth, and giving the American family all that they need to get through the end of the month in a way that allows them to prosper. So, I hope to own–earn your support. Please join us at kamalaharris.org.
977	BUTTIGIEG	Candidate	23.0	Their closing statements	Nothing about politics is theoretical for me. I’ve had the experience of writing a letter to my family, putting it in an envelope marked just in case and leaving it where they would know where to find it in case I didn’t come back from Afghanistan.
978	BUTTIGIEG	Candidate	23.0	Their closing statements	I have the experience of being in a marriage that exists by the grace of a single vote on the U.S. Supreme Court and I have the experience of guiding a community where the per capita income was below $20,000 when I took office into a brighter future. I am running because the decisions we make in the next three or four years are going to decide how the next 30 or 40 go and when I get to the current age of the current President in the year 2055 I want to be able to look back on these years and save my generation delivered climate solutions, racial equality and an end to endless war. Help me deliver that new generation to Washington before it’s too late.
980	SANDERS	Candidate	23.0	Their closing statements	I suspect people all over the country who are watching this debate are saying these are good people, they have great ideas but how come nothing really changes? How come for the last 45 years wages have been stagnant for the middle class? How come we have the highest rate of childhood poverty? How come 45 million people still have student debt West Denmark how can three people own more wealth than the bottom half of America? And here is the answer, nothing will change unless we have the guts to take on Wall Street, the insurance industry, the pharmaceutical industry, the military industrial complex in the fossil fuel industry. If we don’t have the guts to take them on we will continue to have plans, we will continue to have talk and rich will get richer and everybody else will be struggling.
983	BIDEN	Candidate	23.0	Their closing statements	Thank you very much. I am running to leave this country because I think it is important we restore the soul of this nation. This President has ripped it out. He is the only President in our history who has equated racist and–and white supremacist with ordinary decent people. He is the only President who is that in engaged and embraced dictators and thumb their nose at our allies. I am secondly running for President because I think we have to restore the backbone of America. The poor and hard-working middle-class people. You can’t do that without replacing them with the dignity they once had. Lastly, we’ve got to unite the United States of America as much as anybody says we can’t. If we do, there’s not a single thing the American people can’t do. This is the United States of America. We can do anything if we’re together, together. So, God bless you all and may God protect our troops.
