Topic	Text
Economy	President Trump, your response.
Economy	Excuse me, he was there for 47 years -- he didn't do it.
Economy	He was now there as Vice President for eight years.
Economy	And it's not like it was 25 years ago, it was three and three quarters.
Economy	It was just a little while ago, right?
Economy	Less than four years ago.
Economy	He didn't do anything.
Economy	He didn't do it.
Economy	He wants socialized medicine.
Economy	And it's not that he wants it, his vice president -- I mean, she is more liberal than Bernie Sanders and wants it even more, Bernie Sanders wants it, the Democrats want it.
Economy	You're going to have socialized medicine.
Economy	Just like you went on with fracking -- ‘We're not going to have fracking, we're going to stop fracking, we're going to stop fracking.’ Then he goes to Pennsylvania after he gets the nomination -- well he got very lucky to get it.
Economy	And he goes to Pennsylvania, and he says, ‘Oh, we're gonna have fracking.’ And you never asked a question.
Economy	And by the way, so far, I respect very much the way you're handling this, I have to say.
Economy	But by the way, somebody should ask the question.
Economy	He goes for a year --
Economy	We do have a number of -- we have a number of topics.
Economy	No, no, but that's a question --
Economy	We're gonna get to it --
Economy	It’s the same thing with socialized medicine.
Economy	Vice President, your response.
Economy	My response is people deserve to have affordable health care -- period.
Economy	Period, period, period.
Economy	And the Bidencare proposal will, in fact, provide for that affordable health care, lower premiums.
Economy	What we're going to do is going to cost some money; it's going to cost over $750 billion over 10 years to do it.
Economy	And they're going to have lower premiums, you can buy into the better plans, the cheaper plans, lower your premiums, deal with unexpected billing, and have your drug prices drop significantly.
Economy	He keeps talking about it.
Economy	He hasn't done a thing for anybody on health care, not a thing.
Economy	Kristen, when he says --
Economy	Very quickly, then I want to talk about what’s happening on Capitol Hill
Economy	When he says public health option, he is talking about socialized medicine and health care.
Economy	When he talks about a public option, he's talking about destroying your Medicare, totally destroying -- he’s destroying your Social Security.
Economy	And this whole country will come down.
Economy	You know, Bernie Sanders tried it in his state.
Economy	His governor was a very liberal governor, they wanted to make it work --
Economy	Let's see if --
Economy	-- it was impossible --
Economy	Vice President Biden, your response.
Economy	He thinks he's running against someone else.
Economy	He's running against Joe Biden.
Economy	I beat all those other people because I disagreed with them.
Economy	Joe Biden, he's running against.
Economy	And the idea that we're in a situation and want to destroy Medicare -- this is the guy that the actuary of Medicare said, ‘If in fact’ -- and, social security -- ‘If, in fact, he continues to withhold his plan to withhold the tax on Social Security, Social Security will be bankrupt by 2023, with no way to pay for it.
Economy	This is a guy who's tried to cut Medicare.
Economy	So I don't know.
Economy	I mean, the idea that Donald Trump is lecturing me on Social Security and Medicare?
Economy	Come on.
Economy	He tried to get rid of --
Economy	Vice Presiden, Mr. President, I’m going to have to go on to another question --
Economy	-- he tried to hurt Social Security years ago, years ago.
Economy	Go back and look at the records.
Economy	He tried to hurt Social Security you've got --
Economy	All right, let’s move on to the next question.
Economy	They say the stock market will rule if I'm elected.
Economy	If he's elected, the stock market will crash.
Economy	OK, let's move on to the next question.
Economy	May I respond?
Economy	Very quickly.
Economy	The idea that the stock market is booming is his only measure of what's happening.
Economy	Where I come from, in Scranton and Claymont, the people don't live off of the stock market.
Economy	Just in the last three, three years during this crisis, the billionaires in this country made, according to the Wall Street, $700 billion more dollars.
Economy	$700 billion more dollars.
Economy	Because that's his only measure.
Economy	What happens to the ordinary people out there?
Economy	What happens to them?
Economy	401k’s are through the roof.
Economy	401k --
Economy	All right, let’s move on.
Economy	-- are through the roof.
Economy	And he doesn't come from Scranton.
Economy	That's like, what --  he lived there for a short period of time before he even knew --
Economy	We're gonna move on --
Economy	And he left.
Economy	And the people of Pennsylvania will tell you that.
Economy	to my next question, gentlemen.
Economy	As of tonight, more than 12 million people are out of work.
Economy	And as of tonight, 8 million more homes have fallen into poverty, and more families are going hungry every day.
Economy	Those hit hardest are women and people of color.
Economy	They see Washington fighting over a relief bill.
Economy	Mr. President, why haven't you been able to get them the help they  need?
Economy	30 seconds here.
Economy	Because Nancy Pelosi doesn't want to approve it.
Economy	I do.
Economy	But you're the president.
Economy	I do.
Economy	But I still have to get, unfortunate -- that's one of the reasons I think we're going to take over the House, because of her.
Economy	Nancy Pelosi doesn't want to approve anything.
Economy	She'd love to have some victories on a date called November 3.
Economy	Nancy Pelosi does not want to approve it.
Economy	We are ready, willing and able to do something.
Economy	Don't forget, we've already approved three plans.
Economy	And it's gone through, including the Democrats, in all fairness.
Economy	This one she doesn't want.
Economy	It's near the election, because she thinks it helps her politically.
Economy	I think it hurts her politically.
Economy	All right, Mr. Vice President --
Economy	You know, the Republican leader in the United States Senate said he can't -- he will not pass it.
Economy	He does not have Republican votes.
Economy	Why isn’t he talking to his Republican friends?
Economy	Let me follow up with you, Vice President
Economy	If we made a deal, we’d have --
Economy	Let me ask Vice President Biden the question.
Economy	You are the leader of the Democratic Party.
Economy	Why have you not [] Democrats to get a deal for the American people?
Economy	Well, I have and they have pushed it.
Economy	Look, they passed this act all the way back in the beginning of the summer.
Economy	This is like -- it's not new.
Economy	It's been out there.
Economy	The HEROES Act has been sitting there.
Economy	And look at what's happening.
Economy	When I was in charge of the Recovery Act with $800 billion, I was able to get $145 billion to local communities that have to balance their budget to states that have to balance their budgets, so then they have to fire fire -- they have to fire firefighters, teachers, first responders, law enforcement officers, so they can keep their cities and counties running.
Economy	He will not support that.
Economy	They have not done a thing for them.
Economy	And Mitch McConnell said, ‘Let him go bankrupt.
Economy	Let him go bankrupt.’ Come on.
Economy	What's the matter with these --
Economy	I want --
Economy	All right, if I get elected, I'm not gonna -- I'm running as a proud Democrat, but I'm gonna be an American president.
Economy	I don't see red states and blue states.
Economy	What I see is American United States.
Economy	And folks, every single state out there finds themselves in trouble.
Economy	They're going to start laying off, whether they're red or blue.
Economy	Cops, firefighters, first responders, teachers -- because they have to balance their budget.
Economy	And the founders were smart.
Economy	They allowed the federal government to deficit spend to compensate for the United States of America.
Economy	I want to talk about the minimum wage, gentlemen.
Economy	Mr. Vice President, we are talking a lot about struggling small businesses and business owners today.
Economy	Do you think this is the right time to ask them to raise the minimum wage?
Economy	You, of course, support a $15 minimum wage.
Economy	I do, because I think one of the things we’re gonna have to do is we're gonna have to bail them out, too.
Economy	We should be bailing them out now, those small businesses.
Economy	You’ve got one in six of them going under.
Economy	They're not going to be able to make it back.
Economy	They passed a package that allows us to be able to call PPP, money that’s supposed to go to help them do everything from organize how they could deal with their businesses being open safely.
Economy	Schools, how they can make classrooms smaller, how they can hire more teachers, how they can put ventilation systems in.
Economy	They need the help, the businesses, as well as the schools, need the help.
Economy	But this, these guys will not help them.
Economy	He is not giving them any of the money.
Economy	We are going to move on --
Economy	For small businesses -- by raising the minimum wage and helping, I think it should be a state option.
Economy	Alabama is different than New York, New York is different from Vermont.
Economy	Every state is different.
Economy	It should be a state option.
Economy	So it's very important.
Economy	We have to help our small business --
Economy	You said --
Economy	How are you helping small businesses, when you're forcing wages.
Economy	What's going to happen and what's been proven to happen is when you do that these firemen
Economy	Well you said you would consider raising the federal minimum wage to $15 a hour --
Economy	Say again?
Economy	You said recently you would consider raising the federal minimum wage to $15 an hour.
Economy	Is that still the case?
Economy	What I’d really like, I would consider it to an extent.
Economy	I really like what I -- in a second administration -- but not to a level that's going to put all these businesses out of business.
Economy	It should be a state option.
Economy	Look, I have a read on different places, I know different places.
Economy	They’re all different.
Economy	Some places, $15 is not so bad.
Economy	In other places, other states, $15 --
Economy	OK, President Trump, thank you.
Economy	Quick response, Vice President Biden
Economy	Two jobs, one job below poverty.
Economy	People are making 6, 7, 8 bucks an hour.
Economy	These first responders we all clap for as they come down the street, because they've allowed us to make it.
Economy	What's happening?
Economy	They deserve a minimum wage of $15.
Economy	Anything below that put you below the poverty level.
Economy	And there is no evidence that when you raise the minimum wage, business has gone out of business.
Economy	That is simply not true.
	
Immigration	Let me just say.
Immigration	They built cages.
Immigration	You know, they used to say I built the cages.
Immigration	And then they had a picture in the newspaper.
Immigration	There was a picture of these horrible cages and they said, ‘Look at these cages, President Trump built them.’ And then it was determined they were built in 2014.
Immigration	That was him.
Immigration	Do you have a plan to reunite the kids?
Immigration	Yes, we're working on a very -- we're trying very hard.
Immigration	But a lot of these kids come up without the parents, they come over through cartels and the coyotes and through gangs.
Immigration	Vice President Biden, let me bring you into this conversation.
Immigration	Quick response and then another question to you.
Immigration	These 500 plus kids came with parents.
Immigration	They separated them at the border to make it a disincentive to come to begin with.
Immigration	Big real tough, really strong.
Immigration	And guess what?
Immigration	They cannot -- it’s not coyotes that bring them over, their parents were with them.
Immigration	They got separated from their parents.
Immigration	And it makes us a laughingstock and violates every judge of who we are as a nation.
Immigration	Let me ask you a follow up --
Immigration	Kristen, they did it, we changed the policy.
Immigration	They did it.
Immigration	We changed it.
Immigration	They set up the cages.
Immigration	They -- who built the cages?
Immigration	So let's talk about --
Immigration	Who built the cages, Joe?
Immigration	Let’s talk about what we’re talking about.
Immigration	What happened?
Immigration	Parents were ripped -- their kids were ripped from their arms and separated.
Immigration	And now they cannot find over 500 sets of those parents and those kids are alone.
Immigration	Nowhere to go, nowhere to go.
Immigration	It's criminal.
Immigration	It's criminal.
Immigration	Let me just --
Immigration	Let me say this.
Immigration	They worked it out, we brought reporters and everything.
Immigration	They are so well taken care of.
Immigration	They're in facilities that were so clean --
Immigration	But some of them haven’t been reunited --
Immigration	But just answer one question.
Immigration	Who built the cages?
Immigration	A big ask of that, who built the cages?
Immigration	Let me ask about your immigration policy, Mr. Vice President.
Immigration	The Obama administration did fail to deliver immigration reform, which had been a key promise during the administration.
Immigration	It also presided over record deportations as well as family detentions at the border before changing course.
Immigration	So why should voters trust you with an immigration overhaul now?
Immigration	Because we made a mistake.
Immigration	It took too long to get it right.
Immigration	Too long to get it right.
Immigration	I'll be President of the United States, not Vice President of the United States.
Immigration	And the fact is, and I’ve made it very clear, within 100 days, I'm going to send to the United States Congress a pathway to citizenship for over 11 million undocumented people.
Immigration	And all those so called Dreamers, those DACA kids, they're going to be legally certified again, to be able to stay in this country, and put on a path to citizenship.
Immigration	The idea that they are being sent home by this guy, and they want to do, that is they go to a country they've never seen before.
Immigration	I can imagine you're five years old, your parents are taking you across the Rio Grande River and it’s and it's illegal.
Immigration	You say ‘Oh, no, Mom, leave me here.
Immigration	I'm not gonna go with you.’ They’ve been here.
Immigration	Many of them are model citizens.
Immigration	20,000 are first responders out there taking care of people during this crisis.
Immigration	We owe them.
Immigration	We owe them.
Immigration	President Trump, your response.
Immigration	He had eight years to do what he said he was going to do.
Immigration	And I've changed without having a specific -- we get rid of catch and release, got rid of a lot of horrible things that they put in and that they live with.
Immigration	But he had eight years he was vice president.
Immigration	He did nothing except build cages to keep children in.
Immigration	Vice President, what’s your response?
Immigration	The catch and release, you know what he's talking about there?
Immigration	If in fact, you had family, came across, they're arrested.
Immigration	They, in fact, were given a date to show up for their hearing.
Immigration	They were released.
Immigration	And guess what, they showed up for the hearing.
Immigration	This is the first President in the history of the United States of America that anybody seeking asylum has to do it in another country.
Immigration	That's never happened before.
Immigration	That’s never happened before in our country.
Immigration	You come to the United States and you make your case.
Immigration	That’s how you seek asylum, based on the following premise, why I deserve it under American law.
Immigration	They're sitting in squalor on the other side of the river.
Immigration	President Trump, there is --
Immigration	It’s so important.
Immigration	It shows that he has no understanding of immigration of the laws.
Immigration	Catch and release is a disaster.
Immigration	A murderer would come in, a rapist would come in, a very bad person would come in -- we would take their name, we have to release them into our country.
Immigration	And then you say they come back.
Immigration	Less than 1% of the people come back.
Immigration	Not true.
Immigration	We have to send ICE out and Border Patrol out to find them.
Immigration	We would say, ‘Come back in two years, three years -- we're going to give you a court case.
Immigration	You did Perry Mason, we're going to give you a court case.
Immigration	When you say they come back, they don't come back, Joe.
Immigration	They never come back.
Immigration	Only the really --  I hate to say this -- but those with the lowest IQ, they might come back.
Immigration	OK, President Trump, let’s give Vice President Biden a chance to respond, and then we're going to move on to the next section.
Immigration	You don’t know the law, Joe.
Immigration	Vice President Biden, your response.
Immigration	I know the law.
Immigration	What he's telling you is simply not true.
Immigration	They don’t come back.
Immigration	Check it out.
Immigration	All right, let's move on --
Immigration	But we don’t have to worry about it because I terminated it.
Immigration	So we don’t have to worry about it
Immigration	All right, let’s move on to the next section --
Immigration	You have 525 kids not knowing where in God’s name they’re going to be and lost their parents.
Immigration	Go ahead.
	
Race in America	Yes, I do.
Race in America	And again, he's been in government 47 years.
Race in America	He never did a thing except in 1994, when he did such harm to the Black community.
Race in America	And they were called, and he called them, super predators.
Race in America	And he said that, he said it -- super predators.
Race in America	And they can never live that down.
Race in America	1994, your crime bill, the super predators.
Race in America	Nobody has done more for the Black community than Donald Trump.
Race in America	And if you look, with the exception of Abraham Lincoln--possible exception, but the exception of Abraham Lincoln, nobody has done what I've done.
Race in America	Criminal justice reform, Obama and Joe didn't do it.
Race in America	I don't even think they tried because they had no chance at doing it.
Race in America	They might have wanted to do it.
Race in America	But if you had to see the arms I had a twist to get that done, it was not a pretty picture.
Race in America	And everybody knows it including some very liberal people that cried in my office--they cried in the Oval Office.
Race in America	Two weeks later, they're out saying, ‘Gee, we have to defeat him.’ Criminal justice reform, prison reform, opportunity zones with Tim Scott, a great senator from South Carolina.
Race in America	He came in with this incredible idea for opportunity zones.
Race in America	It’s one of the most successful programs.
Race in America	People don't talk about it.
Race in America	Tremendous investment is being made.
Race in America	Biggest beneficiary, the Black and Hispanic communities and then historically Black colleges and universities.
Race in America	After three years of coming to the office, I love some of those guys, they were great, they came into the office.
Race in America	And they said-- I said, ‘What are you doing after three years?’ I said, ‘Why do you keep coming back?’ ‘Because we have no funding’.
Race in America	I said, ‘You don't have to come back every year’, ‘We have to come back’, because President Obama would never give them long term funding.
Race in America	And I did.
Race in America	Ten-year, long term funding, and I give them more money than they asked for, because I said, ‘I think you need more’.
Race in America	And I said, ‘The only bad part about this is I may never see you again’, because I got very friendly with them and they like me and I like them.
Race in America	But I saved colleges and universities.
Race in America	OK.
Race in America	And we're going to talk about both of your records, but your response to that Vice President?
Race in America	My response to that is I never, ever said what he accused me of saying.
Race in America	The fact of the matter is, in 2000 though, after the crime bill had been in the law for a while, this is the guy who said, ‘The problem with the crime bill, there's not enough people in jail.
Race in America	There's not enough people in jail,’ and go on my website, get the quote the date when he said it, ‘not enough people’.
Race in America	He talked about marauding gangs, young gangs, the people who are going to mauraud our cities.
Race in America	This is a guy who when the Central Park five, five innocent Black kids, he continued to push for making sure that they got the death penalty.
Race in America	None of them were-- none of them were guilty of what the crime, of the crimes that were suggested.
Race in America	Look, and talk about he, granted, he did in fact let 20 people-- he committed 20 people’s sentences.
Race in America	We committed over 1,000 people’s sentences.
Race in America	Over 1,000.
Race in America	The very law he's talking about is a law that, in fact, initiated by Barack Obama.
Race in America	And secondly, we're in a situation here where we-- the federal prison system was reduced by 38,000 people under our administration.
Race in America	And one of the things we should be doing is there should be no, no minimum mandatories in the law.
Race in America	That's why I'm offering $20 billion to states to change their state laws to eliminate minimum mandatories and set up drug courts.
Race in America	Nobody should be going to jail because they have a drug problem.
Race in America	They should be going to rehabilitation, not to jail.
Race in America	We should fundamentally change the system and that's what I'm going to do.
Race in America	But why didn't he do it four years ago?
Race in America	Why didn't you do that four years ago, even less than that?
Race in America	Why didn't you--
Race in America	I am not--
Race in America	You were vice president.
Race in America	You keep talking about all these things you're going to do and you're going to do this.
Race in America	But you were there just a short time ago and you guys did nothing.
Race in America	We did--
Race in America	You know, Joe, I ran because of you.
Race in America	I ran because of Barack Obama, because you did a poor job.
Race in America	If I said you did a good job, I would have never run.
Race in America	I would've never run.
Race in America	I ran because of you.
Race in America	I'm looking at you now, you're a politician.
Race in America	I ran because of you.
Race in America	All right, Vice President Biden, your response to that?
Race in America	And then I do have some questions for both of you.
Race in America	Well, I’ll tell you what, I hope he does look at me because what's happening here is you know who I am, you know who he is, you know his character, you know my character, you know our reputations for honor and telling the truth.
Race in America	I am anxious to have this race.
Race in America	I'm anxious to see this take place.
Race in America	I am-- the character of the country is on the ballot.
Race in America	Our character is on the ballot.
Race in America	Look at us closely.
Race in America	Let me ask them some follow--
Race in America	Excuse me--
Race in America	Please respond and then we’re gonna have follow up questions.
Race in America	If this stuff is true about Russia, Ukraine, China, other countries, a wreck-- If this is true, then he's a corrupt politician.
Race in America	So don't give me the stuff about how you're this innocent baby.
Race in America	Joe, they're calling you a corrupt politician--
Race in America	Nobody says--
Race in America	President Trump, I want to stay on the issue of race.
Race in America	We're talking about the issue--
Race in America	It’s the laptop from hell.
Race in America	The laptop from hell.
Race in America	President Trump, we’re talking about race right now and I do want to speak on the issue of race.
Race in America	President Trump---
Race in America	Nobody-- Kristen, I have to respond to that.
Race in America	Please, very quickly.
Race in America	Look, there are 50 former National Intelligence folks who said that what this, he's accusing me of is a Russian plan.
Race in America	They have said that this has all the characteristics-- four-- five former heads of the CIA, both parties, say what he's saying is a bunch of garbage.
Race in America	Nobody believes it except him, his,  and his good friend Rudy Giuliani.
Race in America	You mean, the laptop is now another Russia, Russia, Russia hoax?
Race in America	You gotta be--
Race in America	That’s exactly what-- That’s exactly what--
Race in America	Is this where you’re going?
Race in America	This is where he’s going.
Race in America	The laptop is Russia, Russia, Russia?
Race in America	Gentleman, I want to stay on the issue of race, okay--
Race in America	You have to be kidding here.
Race in America	Here we go again with Russia.
Race in America	Mr. President, we're gonna continue on the issue of race.
Race in America	Mr. President, you've described the Black Lives Matter movement as a symbol of hate.
Race in America	You've shared a video of a man chanting white power to millions of your supporters.
Race in America	You've said that Black professional athletes exercising their first amendment rights should be fired.
Race in America	What do you say to Americans who say that kind of language from a president is contributing to a climate of hate and racial strife?
Race in America	Well you have to understand the first time I ever heard of Black Lives Matter they were chanting ‘Pigs in a blanket’, talking about police, ‘Pigs, Pigs’, talking about our police, ‘Pigs in a blanket, fry' em like bacon’.
Race in America	I said, ‘That's a horrible thing’.
Race in America	And they were marching down the street.
Race in America	And that was my first glimpse of Black Lives Matter.
Race in America	I thought it was a terrible thing.
Race in America	As far as my relationships with all people, I think I have great relationships with all people.
Race in America	I am the least racist person in this room.
Race in America	What do you say to men who are concerned by that rhetoric?
Race in America	I don't, I don't know what to say.
Race in America	I got criminal justice reform done, and prison reform, and opportunity zones.
Race in America	I took care of Black colleges and universities.
Race in America	I don't know what to say.
Race in America	They can say anything.
Race in America	I mean, they can say anything.
Race in America	It's a very-- it makes me sad because I am the least racist person.
Race in America	I can't even see the audience because it's so dark, but I don't care who's in the audience.
Race in America	I’m the least racist person in this room.
Race in America	OK.
Race in America	Vice President Biden, let me ask you, very quickly, and then I have a follow up question for you.
Race in America	Abraham Lincoln.
Race in America	Here is one of the most racist presidents we've had in modern history.
Race in America	He pours fuel on every single racist fire, every single one.
Race in America	He started off his campaign coming down the escalator saying he’s gonna get rid of those Mexican rapists.
Race in America	He's banned Muslims because they're Muslims.
Race in America	He has moved around and made everything worse across the board.
Race in America	He says to them about the ‘Poor Boys’, last time we were on stage here.
Race in America	He said, ‘I told him to stand down and stand ready’.
Race in America	Come on.
Race in America	This guy has a dog whistle about as big as a fog horn.
Race in America	President Trump, I'm going to give you 10 seconds to respond and then have a follow up question.
Race in America	He made a reference to Abraham Lincoln.
Race in America	Where did that come in?
Race in America	I mean--
Race in America	You said you were Abraham Lincoln.
Race in America	No, no.
Race in America	I said not since Abraham Lincoln has anybody done what I've done for the Black community.
Race in America	I didn’t say  ‘I'm Abraham Lincoln’.
Race in America	I said, ‘Not since Abraham Lincoln has anybody done but what I've done for the Black community’.
Race in America	Now you have done nothing other than the crime bill, which put--
Race in America	Oh, God.
Race in America	Tens of thousands of Black men, mostly, in jail.
Race in America	And you know what?
Race in America	They remember it because it you look at what’s happening with the voting right now, they remember that you treated them very, very badly.
Race in America	Just take a look at what’s happening out there.
Race in America	All right, let me-- Let me ask Vice President Biden about-- Vice President Biden, let me give you a chance to respond within this context.
Race in America	Crime bill that you supported in the 80s and 90s  contributed to the incarceration of tens of thousands of young Black men who had small amounts of drugs in their possession.
Race in America	They are sons, they are brothers, they are fathers, they’re uncles whose families are still to this day, some of them, suffering the consequences.
Race in America	So speak to those families, why should they vote for you?
Race in America	One of the things that is said, in the '80s, we passed 100%, all 100 senators voted for it, a bill on drugs and how to deal with drugs.
Race in America	It was a mistake.
Race in America	I've been trying to change it since then, particularly the portion on cocaine.
Race in America	That's why I've been arguing that, in fact, we should not send anyone to jail for a pure drug offense.
Race in America	They should be going into treatment across the board.
Race in America	That's what we should be spending money on.
Race in America	That's why I set up drug courts which were never funded by republican friends.
Race in America	They should not be going to jail for a drug or an alcohol problem.
Race in America	They should be going into treatment.
Race in America	Treatment.
Race in America	That's what we've been trying to do.
Race in America	That's what I'm going to get done because they may-- the American people have now seen that in fact, it was a mistake to pass those laws where they do the drug.
Race in America	But they were not in the crime bill.
Race in America	But why didn't he get it done?
Race in America	See, it's all talk no action with these politicians.
Race in America	Why didn't he get it?
Race in America	‘That's what I'm gonna do when I become president’.
Race in America	You were vice president, along with Obama as your President, your leader, for eight years.
Race in America	Why didn't you get it done?
Race in America	 You had eight years to get it done?
Race in America	Now, you're saying you're gonna get it done because you're all talk and no action, Joe.
Race in America	We got a lot of it done.
Race in America	We released 38,000-- We got 38,000 prisoners left from--
Race in America	You got nothing done
Race in America	38,000 prisoners were released from federal prison.
Race in America	We have-- there were over 1000 people who were given clemency.
Race in America	We-- in fact, we’re the ones that put in the legislation saying we could look at pattern of practice of the police departments and what they were doing, how they were conducting themselves.
Race in America	I could go on, but we began the process.
Race in America	We began the process.
Race in America	We lost an election.
Race in America	That's why I'm running to win back that election and change his terrible policy.
Race in America	I just ask-- I just ask one question: why didn't you do it in the eight years, a short time ago?
Race in America	Why didn't you do it?
Race in America	You just said, ‘I'm going to do that.
Race in America	I'm going to do this.’ You put tens of thousands of mostly Black young men in prison.
Race in America	Now you're saying you're going to get-- you're going to undo that.
Race in America	Why didn't you get it done?
Race in America	You had eight years with Obama?
Race in America	You know why, Joe, because you're all talk and no action.
Race in America	All right, Vice President Biden and then we're gonna move on to the next section.
Race in America	We had a Republican Congress.
Race in America	That’s the answer.
Race in America	OK.
Race in America	Well, you gotta talk-- you gotta talk 'em into it, Joe.
Race in America	Sometimes you gotta talk ‘em into it.
Race in America	All right, we’re gonna move on to our next section which is climate change-
Race in America	Like I did with criminal justice reform.
Race in America	I had to talk Democrats into it.
	
Climate Change	And we haven't destroyed our industries.
Climate Change	Vice President Biden, two minutes to you uninterrupted.
Climate Change	President Trump, your response --
Climate Change	They came out and said very strongly, ‘$6,500 will be taken away from families under his plan’, that his plan is an economic disaster.
Climate Change	If you look at what he wants to do, you know if you look at his plan, you know, you know who developed it?
Climate Change	AOC+3.
Climate Change	They know nothing about the climate.
Climate Change	I mean, she's got a good line of stuff, but she knows nothing about the climate.
Climate Change	And they're all hopping through hoops for AOC+3.
Climate Change	Look, they’re real play costs $100 trillion.
Climate Change	If we had the best year in the history of our country for 100 years, we would not even come close to a number like that.
Climate Change	When he says buildings, they want to take buildings down because they want to make bigger windows into smaller windows.
Climate Change	As far as they're concerned, if you had no window it would be a lovely thing.
Climate Change	This is the craziest plan that anybody has ever seen.
Climate Change	And this wasn't done by smart people.
Climate Change	This wasn't done by anybody.
Climate Change	Frankly, I don't even know how it can be good politically.
Climate Change	They want to spend $100 trillion.
Climate Change	That's their real number.
Climate Change	He's trying to say it was six.
Climate Change	It’s $100 trillion.
Climate Change	They want to knock down buildings and build new buildings with little tiny, small windows and many other things.
Climate Change	And many other things--
Climate Change	All right-- Okay, let me have the vice president respond and we're running out of time and we have a lot more questions.
Climate Change	So let's hear from the Vice President.
Climate Change	I have a number of more questions.
Climate Change	I don't know where he comes from.
Climate Change	I don’t know where he comes up with these numbers.
Climate Change	$100 trillion?
Climate Change	Give me a break.
Climate Change	This plan was-- This plan has been endorsed by every major-- every major environmental group and every labor group.
Climate Change	Labor.
Climate Change	Because they know the future lies, the future lies in us being able to breath.
Climate Change	And they know they're good jobs in getting us there.
Climate Change	And by the way, the fastest growing industry in America are--is, is, is the electric--excuse me, solar energy and wind.
Climate Change	He thinks wind causes cancer, windmills.
Climate Change	It’s the fastest growing jobs and they pay good prevailing wages, 45-50 bucks an hour.
Climate Change	We can grow and we can be cleaner, if we go the route I’m proposing.
Climate Change	President Trump-- Please respond and then I have a follow up.
Climate Change	Excuse me.
Climate Change	We are energy independent for the first time.
Climate Change	We don't need all of these countries that we had a fight war over because we needed their energy.
Climate Change	We are energy independent.
Climate Change	I know more about wind than you do.
Climate Change	It’s extremely expensive, kills all the birds, it’s very intermittent.
Climate Change	It's got a lot of problems and they happen to make the windmills in both Germany and China.
Climate Change	And the fumes coming up-- If you're a believer in carbon emission, the fumes coming up to make-- make these massive windmills is more than anything that we're talking about with natural gas, which is very clean.
Climate Change	One other thing--
Climate Change	Find me a scientist that says that.
Climate Change	Solar.
Climate Change	I love solar, but solar doesn't quite have it yet.
Climate Change	It's not powerful enough yet to-- to really run our big beautiful factories that we need to compete with the world--
Climate Change	False.
Climate Change	So, it's all a pipe dream, but you know what we'll do?
Climate Change	We're gonna have the greatest economy in the world.
Climate Change	But if you want to kill the economy, get rid of your oil industry.
Climate Change	You want-- And what about fracking?
Climate Change	All right.
Climate Change	Let me allow Vice President Biden to respond--
Climate Change	I have never said I oppose fracking.
Climate Change	You said it on tape.
Climate Change	I did?
Climate Change	Show the tape.
Climate Change	Put it on your website.
Climate Change	I’ll put it on.
Climate Change	Put it on the website.
Climate Change	The fact of the matter is he’s flat lying.
Climate Change	Would you rule out banning fracking?
Climate Change	I do rule out banning fracking because the answer we need-- We need other industries to transition to get to, ultimately,  a complete zero emissions by 2025.
Climate Change	What I will do with fracking over time is make sure that we can capture the emissions from the fracking.
Climate Change	Capture the emissions from gas.
Climate Change	We can do that and we can do that by investing money into-- It's a transition to that.
Climate Change	I have one more question--
Climate Change	Excuse me.
Climate Change	He was against fracking.
Climate Change	He said it.
Climate Change	 I will show that to you tomorrow.
Climate Change	‘I am against fracking’, until he got the nomination, went to Pennsylvania than he said-- You know what, Pennsylvania?
Climate Change	He'll be against it very soon because his party is totally against it.
Climate Change	Fracking on federal Land, I said.
Climate Change	No fracking or oil on federal land--
Climate Change	Let me ask this final question in this section and then I want to move on to our final section.
Climate Change	President Trump, people of color are much more likely to live near oil refineries and chemical plants.
Climate Change	In Texas there are families who worry the plants near them are making them sick.
Climate Change	Your administration has rolled back regulations on these kinds of facilities.
Climate Change	Why should these families give you another four years in office?
Climate Change	Vice President Biden, your response and then we're going to have a final question for both of you.
Climate Change	My response is that those people live on what they call ‘Fence Lines’.
Climate Change	He doesn't understand this.
Climate Change	They live near chemical plants that, in fact, pollute.
Climate Change	 Chemical plants, and oil plants and refineries that pollute.
Climate Change	I used to live near that when I was growing up in Claremont, Delaware.
Climate Change	And all the more oil refineries in Marcus Hook and the Delaware River than there is anyplace, including in Houston at the time.
Climate Change	When my mom would get the car when they're first frost to drive me to school, turned on the windshield wipers there’d be oil slick in the window.
Climate Change	That's why so many people in my state were dying and getting cancer.
Climate Change	The fact is those frontline communities, it doesn't matter what you're paying them.
Climate Change	It matters how you keep them safe.
Climate Change	What do you do?
Climate Change	And you impose restrictions on the pollution, that the pollutants coming out of those fenceline communities.
Climate Change	OK, I have one final question--
Climate Change	Would you close down the-- Would you close down the oil industry?
Climate Change	I would transition from the oil industry.
Climate Change	Yes.
Climate Change	Oh, transition.
Climate Change	It is a big statement because I would stop--
Climate Change	Why would you do that?
Climate Change	Because the oil industry significantly — but here's the deal —
Climate Change	That’s a big statement.
Climate Change	Well, if you let me finish the statement, because it has to be replaced by renewable energy over time.
Climate Change	Over time.
Climate Change	And I’d stop giving to the oil industry-- I’d stop giving them federal subsidies.
Climate Change	You won't give federal subsidies to the gas and, excuse me, to solar and wind.
Climate Change	 Why are we giving it to the oil industry?
Climate Change	We actually do give it to solar and wind--
Climate Change	All right, we have one final question--
Climate Change	That’s the biggest statement.
Climate Change	In terms of business.
